country|packed
Czechia|$direct~2026-06~243,31,9,6,1,0,0,2,0 $direct~2026-08~73,33,3,3,2,0,0,1,1 fortunejack.com~2026-07~286,92,64,41,12,5,2,5,1 $direct~2026-07~111,11,8,3,0,0,0,0,0 $direct~2026-05~179,27,6,4,1,0,0,1,1 com.google.android.gm~2026-07~25,2,1,1,0,0,0,0,0 l.facebook.com~2026-07~9,0,0,0,0,0,0,0,0 $direct~2026-09~13,2,2,2,0,0,0,1,0 com.google.android.gm~2026-06~43,3,0,0,0,0,0,0,0 nostrabet.com~2026-05~6,6,1,1,0,0,0,0,0 www.freeextrachips.com~2026-06~3,1,1,0,0,0,0,0,0 duckduckgo.com~2026-06~3,0,0,0,0,0,0,0,0 l.facebook.com~2026-06~6,0,0,0,0,0,0,0,0 dappgambl.com~2026-06~3,3,3,3,0,0,0,0,0 askbonus.com~2026-07~3,3,2,0,0,0,0,0,0 fortunejack.com~2026-06~221,69,48,28,3,3,0,6,2 thecasinowizard.com~2026-05~3,2,0,0,0,0,0,0,0 bitcoinchaser.com~2026-05~5,5,2,0,0,0,0,0,0 sigma.world~2026-07~3,0,0,0,0,0,0,0,0 www.nonstopbonus.com~2026-05~4,1,0,0,0,0,0,0,0 chatgpt.com~2026-05~6,4,2,1,0,0,0,0,0 nostrabet.com~2026-08~5,3,2,1,0,0,0,0,0 sigma.world~2026-08~4,4,4,2,0,0,0,0,0 url8039.fortunejack.com~2026-06~3,1,1,1,0,0,0,0,0 fortunejack.com~2026-05~102,28,11,8,3,1,1,4,2 com.google.android.gm~2026-08~10,1,1,1,0,0,0,0,0 www.google.com~2026-08~7,2,1,1,1,0,0,0,0 url8039.fortunejack.com~2026-05~4,1,0,0,0,0,0,0,0 sigma.world~2026-05~5,3,1,1,0,0,0,0,0 nostrabet.com~2026-06~8,6,5,0,0,0,0,0,0 nostrabet.com~2026-07~4,2,2,1,0,0,0,0,0 casino.zone~2026-06~3,2,0,0,0,0,0,0,0 casino.zone~2026-05~3,1,0,0,0,0,0,0,0 fortunejack.com~2026-08~236,72,41,27,8,1,0,5,2 com.google.android.gm~2026-05~46,2,0,0,0,0,0,0,0 www.google.com~2026-05~32,6,4,2,1,0,0,1,1 fortunejack.com~2026-09~27,5,3,3,1,1,0,1,0 bestcrypto4u.com~2026-05~4,3,1,0,0,0,0,0,0 www.google.com~2026-07~10,3,1,1,0,0,0,0,0 www.google.com~2026-06~21,5,4,3,0,1,0,1,0 www.freeextrachips.com~2026-05~4,4,3,0,0,0,0,0,0
Denmark|tracker-pm2.fortunejackpartners.com~2026-08~4,0,0,0,0,0,0,0,0 fortunejack.com~2026-09~39,6,5,5,2,3,1,1,1 fortunejack.com~2026-08~332,143,70,57,25,36,20,4,3 tracker-pm2.fortunejackpartners.com~2026-07~3,2,1,0,0,0,0,0,0 l.facebook.com~2026-05~18,1,1,0,0,0,0,0,0 instagram.com~2026-08~3,0,0,0,0,0,0,0,0 $direct~2026-09~24,1,0,0,0,0,0,0,0 com.google.android.gm~2026-07~3,0,0,0,0,0,0,0,0 bookiesheist.com~2026-08~5,5,2,1,0,0,0,0,0 m.facebook.com~2026-05~8,1,0,0,0,0,0,0,0 beacons.ai~2026-05~56,55,8,7,2,3,1,0,0 beacons.ai~2026-08~24,11,4,3,1,2,0,1,0 $direct~2026-05~250,21,3,3,2,0,0,1,1 beacons.ai~2026-06~22,15,9,7,4,6,2,0,0 spinhub.gg~2026-08~13,11,8,7,1,3,1,0,0 url8039.fortunejack.com~2026-06~10,1,1,0,0,0,0,0,0 m.facebook.com~2026-08~7,4,1,1,0,0,0,0,0 com.google.android.gm~2026-06~4,0,0,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-06~5,0,0,0,0,0,0,0,0 keitaro.fortunejack.com~2026-05~6,1,0,0,0,0,0,0,0 www.google.com~2026-08~14,2,0,0,0,0,0,0,0 $direct~2026-08~219,15,8,6,5,2,1,3,3 url7982.transactions.fortunejack.com~2026-07~7,1,1,1,0,0,0,0,0 l.facebook.com~2026-07~62,17,3,3,0,0,0,1,0 instagram.com~2026-06~14,4,3,2,0,0,0,1,0 l.facebook.com~2026-08~64,3,0,0,0,0,0,0,0 url7982.transactions.fortunejack.com~2026-06~3,2,1,0,0,0,0,0,0 com.google.android.gm~2026-05~10,2,0,0,0,0,0,0,0 spinhub.gg~2026-07~6,6,5,5,4,4,3,1,1 spinhub.gg~2026-09~4,0,0,0,0,0,0,0,0 www.google.com~2026-06~24,5,3,2,0,0,0,0,0 $direct~2026-06~250,14,4,4,2,2,1,1,1 instagram.com~2026-05~8,1,1,0,0,0,0,0,0 beacons.ai~2026-07~26,14,6,4,2,3,0,2,2 www.askgamblers.com~2026-05~3,3,0,0,0,0,0,0,0 www.google.com~2026-09~4,0,0,0,0,0,0,0,0 instagram.com~2026-07~12,2,0,0,0,0,0,0,0 m.facebook.com~2026-06~17,3,1,1,0,0,0,0,0 www.google.com~2026-05~38,16,4,3,1,0,0,1,1 beacons.ai~2026-09~7,1,0,0,0,0,0,0,0 bitcoincasinomobile.com~2026-06~3,0,0,0,0,0,0,0,0 url7982.transactions.fortunejack.com~2026-05~4,1,0,0,0,0,0,0,0 fortunejack.com~2026-05~99,31,11,6,2,1,1,1,1 l.facebook.com~2026-06~106,6,4,2,0,0,0,0,0 m.facebook.com~2026-07~14,3,3,2,0,0,0,0,0 url7982.transactions.fortunejack.com~2026-08~3,1,0,0,0,0,0,0,0 fortunejack.com~2026-06~334,88,60,38,18,17,9,10,6 www.google.com~2026-07~11,1,1,1,1,1,1,0,0 com.google.android.gm~2026-08~4,0,0,0,0,0,0,0,0 fortunejack.com~2026-07~325,119,75,60,27,31,16,9,4 $direct~2026-07~200,8,3,2,1,2,1,1,1
Dominica|fortunejack.com~2026-07~3,0,0,0,0,0,0,0,0
Dominican Republic|$direct~2026-08~12,0,0,0,0,0,0,0,0 fortunejack.com~2026-07~26,2,0,0,0,0,0,0,0 fortunejack.com~2026-06~8,2,0,0,0,0,0,0,0 instagram.com~2026-06~7,4,0,0,0,0,0,0,0 $direct~2026-06~8,2,1,1,0,0,0,1,0 fortunejack.com~2026-08~32,3,2,2,0,0,0,1,0 fortunejack.com~2026-05~3,1,0,0,0,0,0,0,0
Ecuador|$direct~2026-05~97,34,14,9,0,1,0,2,0 m.facebook.com~2026-05~212,69,35,22,0,0,0,4,0 com.google.android.gm~2026-06~9,0,0,0,0,0,0,0,0 com.google.android.gm~2026-05~15,3,0,0,0,0,0,0,0 www.instagram.com~2026-06~3,1,0,0,0,0,0,0,0 instagram.com~2026-07~37,10,5,4,0,0,0,1,0 l.facebook.com~2026-05~37,16,11,8,0,0,0,4,0 www.google.com~2026-08~5,1,0,0,0,0,0,0,0 keitaro.fortunejack.com~2026-07~8,5,1,1,0,0,0,0,0 keitaro.fortunejack.com~2026-06~27,9,6,4,0,0,0,0,0 www.google.com~2026-05~6,2,2,2,0,0,0,0,0 m.facebook.com~2026-07~129,35,20,13,0,2,0,4,0 l.facebook.com~2026-07~1265,39,2,1,0,0,0,0,0 keitaro.fortunejack.com~2026-05~20,4,3,1,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-08~3,1,0,0,0,0,0,0,0 fortunejack.com~2026-06~486,61,41,24,1,0,0,4,0 lm.facebook.com~2026-06~3,0,0,0,0,0,0,0,0 $direct~2026-06~176,27,17,10,0,1,0,4,0 $direct~2026-07~38,7,3,0,0,0,0,0,0 facebook.com~2026-06~7,0,0,0,0,0,0,0,0 m.facebook.com~2026-08~29,15,8,4,0,0,0,0,0 instagram.com~2026-08~7,1,1,0,0,0,0,0,0 instagram.com~2026-06~158,29,15,6,0,0,0,0,0 fortunejack.com~2026-07~130,23,11,6,0,0,0,2,0 fortunejack.com~2026-05~88,34,21,14,0,0,0,2,0 tracker-pm2.fortunejackpartners.com~2026-06~184,23,17,10,1,0,0,4,1 www.google.com~2026-06~5,0,0,0,0,0,0,0,0 $direct~2026-08~12,5,1,0,0,0,0,0,0 www.google.com~2026-07~8,1,1,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-07~20,4,1,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-05~66,12,7,3,0,0,0,0,0 l.facebook.com~2026-06~1167,25,17,10,0,0,0,1,0 fortunejack.com~2026-08~56,27,15,7,0,0,0,0,0 l.facebook.com~2026-08~207,19,6,2,0,0,0,0,0 m.facebook.com~2026-06~745,91,54,31,0,1,0,8,0 instagram.com~2026-05~55,15,12,4,0,0,0,0,0
Egypt|l.facebook.com~2026-07~4,1,1,1,0,0,0,0,0 instagram.com~2026-06~4,1,1,1,0,0,0,0,0 l.facebook.com~2026-06~19,1,1,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-07~4,0,0,0,0,0,0,0,0 www.google.com~2026-05~9,3,1,0,0,0,0,0,0 fortunejack.com~2026-07~76,21,13,5,3,1,0,3,2 $direct~2026-07~17,7,6,0,0,0,0,0,0 fortunejack.com~2026-06~76,20,17,10,1,1,0,1,0 m.facebook.com~2026-06~18,4,1,0,0,0,0,0,0 m.facebook.com~2026-07~12,0,0,0,0,0,0,0,0 $direct~2026-09~4,0,0,0,0,0,0,0,0 $direct~2026-06~44,12,10,0,0,0,0,0,0 fortunejack.com~2026-08~52,12,8,2,0,0,0,0,0 fortunejack.com~2026-05~6,1,0,0,0,0,0,0,0 $direct~2026-05~24,5,2,1,0,0,0,0,0 $direct~2026-08~26,3,1,1,1,0,0,1,1 fortunejack.com~2026-09~7,1,0,0,0,0,0,0,0
El Salvador|fortunejack.com~2026-05~8,7,0,0,0,0,0,0,0 com.google.android.gm~2026-05~4,1,0,0,0,0,0,0,0 com.google.android.gm~2026-06~3,0,0,0,0,0,0,0,0 fortunejack.com~2026-06~25,10,7,6,0,1,0,0,0 $direct~2026-06~5,1,0,0,0,0,0,0,0 fortunejack.com~2026-07~12,1,1,1,0,0,0,0,0 m.facebook.com~2026-06~9,4,2,1,0,0,0,0,0 $direct~2026-08~4,1,0,0,0,0,0,0,0 fortunejack.com~2026-08~30,2,2,2,0,0,0,1,0
Equatorial Guinea|$direct~2026-06~33,1,0,0,0,0,0,0,0 m.facebook.com~2026-06~10,2,0,0,0,0,0,0,0
Estonia|$direct~2026-09~4,0,0,0,0,0,0,0,0 fortunejack.com~2026-09~6,1,1,0,0,0,0,0,0 $direct~2026-05~12,2,1,1,1,0,0,0,0 fortunejack.com~2026-06~22,4,2,1,0,0,0,0,0 fortunejack.com~2026-07~75,16,8,4,2,2,1,1,1 $direct~2026-07~14,4,2,1,0,0,0,0,0 $direct~2026-06~22,2,1,1,1,0,0,1,1 www.google.com~2026-05~3,0,0,0,0,0,0,0,0 www.google.com~2026-06~4,1,1,1,1,0,0,0,0 fortunejack.com~2026-08~118,14,7,6,3,1,1,0,0 rt.pornhub.com~2026-08~3,0,0,0,0,0,0,0,0 rt.pornhub.org~2026-07~6,0,0,0,0,0,0,0,0 fortunejack.com~2026-05~12,1,1,1,0,0,0,0,0 $direct~2026-08~12,2,1,0,0,0,0,0,0
Ethiopia|fortunejack.com~2026-05~12,2,0,0,0,0,0,0,0 instagram.com~2026-06~3,0,0,0,0,0,0,0,0 com.google.android.gm~2026-06~4,1,0,0,0,0,0,0,0 www.google.com~2026-06~23,6,5,5,3,0,0,2,2 fortunejack.com~2026-07~57,26,19,11,0,0,0,4,0 www.google.com~2026-08~19,4,3,1,1,0,0,0,0 $direct~2026-09~11,1,0,0,0,0,0,0,0 www.google.com~2026-09~5,1,0,0,0,0,0,0,0 $direct~2026-07~78,28,15,12,0,0,0,1,0 $direct~2026-06~29,12,4,3,0,0,0,1,0 $direct~2026-08~39,19,14,9,0,0,0,2,0 l.facebook.com~2026-06~5,2,2,2,0,0,0,1,0 www.google.com~2026-05~24,4,2,2,0,0,0,0,0 m.facebook.com~2026-06~16,8,1,1,0,0,0,1,0 www.google.com~2026-07~11,2,1,1,1,0,0,1,1 fortunejack.com~2026-08~56,29,22,17,12,0,0,3,2 com.google.android.gm~2026-05~5,2,0,0,0,0,0,0,0 fortunejack.com~2026-06~36,14,10,4,0,0,0,1,0 org.telegram.messenger~2026-07~4,2,1,0,0,0,0,0,0 fortunejack.com~2026-09~28,9,7,3,3,0,0,0,0 $direct~2026-05~50,15,4,2,0,0,0,1,0 com.google.android.gm~2026-07~4,0,0,0,0,0,0,0,0
Fiji|l.facebook.com~2026-06~3,0,0,0,0,0,0,0,0 fortunejack.com~2026-06~4,1,1,0,0,0,0,0,0
Finland|www.allhockey365.com~2026-08~4,4,3,3,3,0,0,0,0 fortunejack.com~2026-05~131,41,19,14,14,0,0,10,10 rt.pornhub.com~2026-08~4,1,0,0,0,0,0,0,0 www.askgamblers.com~2026-05~4,3,0,0,0,0,0,0,0 keitaro.fortunejack.com~2026-08~6,0,0,0,0,0,0,0,0 www.google.com~2026-07~19,0,0,0,0,0,0,0,0 search.brave.com~2026-06~5,5,5,0,0,0,0,0,0 keitaro.fortunejack.com~2026-05~5,0,0,0,0,0,0,0,0 com.google.android.gm~2026-06~19,0,0,0,0,0,0,0,0 casinobee.com~2026-08~4,4,1,0,0,0,0,0,0 fortunejack.com~2026-08~615,180,70,42,18,7,4,4,3 cryptocasinos.com~2026-08~3,3,1,1,1,0,0,0,0 instagram.com~2026-07~15,3,1,0,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-07~4,1,0,0,0,0,0,0,0 www.hltv.org~2026-05~7,3,0,0,0,0,0,0,0 $direct~2026-09~15,1,1,1,1,0,0,1,1 tracker-pm2.fortunejackpartners.com~2026-08~9,1,0,0,0,0,0,0,0 nostrabet.com~2026-06~4,3,1,0,0,0,0,0,0 m.facebook.com~2026-05~13,3,1,1,0,0,0,0,0 bonukset.net~2026-07~46,46,13,6,2,1,0,1,1 rt.pornhub.org~2026-08~11,3,0,0,0,0,0,0,0 l.facebook.com~2026-08~75,4,0,0,0,0,0,0,0 rt.pornhub.org~2026-07~3,0,0,0,0,0,0,0,0 m.facebook.com~2026-07~16,3,3,0,0,0,0,0,0 www.google.com~2026-05~48,11,3,3,2,0,0,1,1 t.co~2026-07~5,4,2,1,0,0,0,0,0 t.co~2026-06~3,2,2,2,0,0,0,0,0 casino.guru~2026-08~4,4,4,4,4,0,0,1,1 instagram.com~2026-05~7,1,0,0,0,0,0,0,0 www.google.com~2026-06~55,3,3,2,2,0,0,1,1 $direct~2026-08~72,17,6,5,2,1,0,3,2 www.google.com~2026-08~15,2,1,1,1,0,0,1,1 fortunejack.com~2026-06~272,64,34,12,7,2,1,4,3 bonukset.net~2026-08~42,41,17,8,3,5,2,0,0 l.facebook.com~2026-07~153,26,0,0,0,0,0,0,0 nostrabet.com~2026-05~3,1,0,0,0,0,0,0,0 nostrabet.com~2026-07~4,3,1,0,0,0,0,0,0 instagram.com~2026-06~7,2,0,0,0,0,0,0,0 fortunejack.com~2026-07~613,278,155,113,49,32,19,15,10 $direct~2026-07~96,23,17,11,4,0,0,3,2 url8039.fortunejack.com~2026-06~5,0,0,0,0,0,0,0,0 l.facebook.com~2026-05~17,2,0,0,0,0,0,0,0 bonukset.net~2026-09~9,8,0,0,0,0,0,0,0 $direct~2026-06~163,17,4,3,2,0,0,2,2 com.google.android.gm~2026-07~13,2,1,0,0,0,0,0,0 com.google.android.gm~2026-05~18,1,1,0,0,0,0,0,0 fortunejack.com~2026-09~39,12,5,2,0,0,0,0,0 l.facebook.com~2026-06~108,1,0,0,0,0,0,0,0 m.facebook.com~2026-06~20,2,1,1,0,0,0,0,0 m.facebook.com~2026-08~15,5,1,1,0,0,0,1,0 com.google.android.gm~2026-08~5,0,0,0,0,0,0,0,0 www.google.com~2026-09~6,0,0,0,0,0,0,0,0 url7982.transactions.fortunejack.com~2026-07~3,0,0,0,0,0,0,0,0 $direct~2026-05~122,30,6,5,3,0,0,3,3 instagram.com~2026-08~6,1,1,0,0,0,0,0,0 chipy.com~2026-05~4,3,0,0,0,0,0,0,0
France|instagram.com~2026-07~3,0,0,0,0,0,0,0,0 fortunejack.com~2026-08~585,27,6,3,1,0,0,2,1 www.taktube.net~2026-07~4,0,0,0,0,0,0,0,0 www.google.com~2026-06~3,1,0,0,0,0,0,0,0 klrtspet.net~2026-07~9,0,0,0,0,0,0,0,0 de.pornhub.org~2026-08~13,0,0,0,0,0,0,0,0 $direct~2026-08~37,12,2,2,0,0,0,1,0 klrtspet.net~2026-08~4,0,0,0,0,0,0,0,0 fortunejack.com~2026-07~484,27,17,8,5,0,0,6,5 fortunejack.com~2026-06~59,15,3,2,1,0,0,1,1 fortunejack.com~2026-05~15,6,3,2,1,0,0,1,1 rt.pornhub.com~2026-07~4,0,0,0,0,0,0,0,0 fr.pornhub.com~2026-08~5,0,0,0,0,0,0,0,0 www.pornhub.com~2026-07~13,0,0,0,0,0,0,0,0 $direct~2026-05~28,8,5,3,1,1,1,1,0 $direct~2026-07~37,2,1,0,0,0,0,0,0 $direct~2026-06~87,3,1,0,0,0,0,0,0 www.google.com~2026-05~3,1,1,0,0,0,0,0,0 fortunejack.com~2026-09~7,2,1,0,0,0,0,0,0 rt.pornhub.org~2026-08~9,0,0,0,0,0,0,0,0 l.facebook.com~2026-06~4,1,0,0,0,0,0,0,0 de.pornhub.org~2026-07~7,0,0,0,0,0,0,0,0 t.co~2026-06~5,4,4,0,0,0,0,0,0 www.pornhub.com~2026-08~18,3,0,0,0,0,0,0,0 rt.pornhub.org~2026-07~5,0,0,0,0,0,0,0,0 keitaro.fortunejack.com~2026-08~8,0,0,0,0,0,0,0,0
French Guiana|fortunejack.com~2026-08~10,0,0,0,0,0,0,0,0
French Polynesia|com.google.android.gm~2026-05~5,1,0,0,0,0,0,0,0 $direct~2026-05~3,0,0,0,0,0,0,0,0
Gabon|fortunejack.com~2026-08~11,0,0,0,0,0,0,0,0 fortunejack.com~2026-07~8,0,0,0,0,0,0,0,0
Gambia|fortunejack.com~2026-08~3,0,0,0,0,0,0,0,0 fortunejack.com~2026-06~3,2,1,1,0,0,0,0,0
Georgia|adsmanager.facebook.com~2026-06~3,2,1,0,0,0,0,0,0 fortunejack.com~2026-07~450,95,15,3,1,2,0,2,1 instagram.com~2026-06~5,0,0,0,0,0,0,0,0 m-profile.fortunejackpartners.com~2026-06~3,3,2,0,0,0,0,0,0 localhost:5173~2026-08~4,3,3,2,0,0,0,0,0 nyecasino.com~2026-05~3,3,1,1,0,0,0,0,0 $direct~2026-05~824,304,106,22,4,3,0,6,4 www.google.com~2026-07~28,11,4,3,1,1,0,0,0 fortunejack.com~2026-05~335,45,7,2,0,0,0,0,0 www.oddspodden.com~2026-06~3,3,2,0,0,0,0,0,0 localhost:5173~2026-09~4,1,1,1,0,0,0,1,0 $direct~2026-06~676,253,132,27,4,4,0,4,3 www.google.com~2026-08~43,14,6,4,1,1,0,0,0 fortunejack.com~2026-06~584,85,20,11,7,1,0,7,7 keitaro.fortunejack.com~2026-08~7,4,0,0,0,0,0,0,0 fortunejack.dev~2026-07~3,2,2,1,0,1,0,0,0 gonlinecasino.com~2026-05~3,3,0,0,0,0,0,0,0 m.facebook.com~2026-07~4,0,0,0,0,0,0,0,0 localhost:5173~2026-05~5,3,1,0,0,0,0,0,0 l.facebook.com~2026-07~25,4,0,0,0,0,0,0,0 $direct~2026-07~471,170,100,28,3,6,0,5,3 l.facebook.com~2026-08~12,3,0,0,0,0,0,0,0 l.facebook.com~2026-05~3,0,0,0,0,0,0,0,0 m.facebook.com~2026-06~21,9,0,0,0,0,0,0,0 com.google.android.gm~2026-05~4,1,0,0,0,0,0,0,0 www.google.com~2026-09~9,2,1,1,0,0,0,0,0 go1.trakit25.com~2026-06~4,0,0,0,0,0,0,0,0 $direct~2026-08~456,150,93,28,2,7,0,6,1 casinostop.ge~2026-05~4,2,0,0,0,0,0,0,0 localhost:5173~2026-06~35,25,22,12,0,11,0,1,0 $direct~2026-09~99,42,33,20,0,0,0,15,0 cryptoslate.com~2026-05~5,5,0,0,0,0,0,0,0 georgia-bonusesfinder.com~2026-05~3,1,0,0,0,0,0,0,0 t.co~2026-07~3,1,0,0,0,0,0,0,0 www.google.com~2026-05~163,37,6,4,1,0,0,1,1 fortunejack.com~2026-09~43,5,1,1,0,0,0,0,0 tracker-pm2.fortunejackpartners.com~2026-06~3,1,0,0,0,0,0,0,0 t.co~2026-06~4,4,4,3,3,0,0,3,3 todays-bonus.com~2026-06~3,1,0,0,0,0,0,0,0 www.google.com~2026-06~74,23,10,5,2,1,0,1,1 l.facebook.com~2026-06~10,2,0,0,0,0,0,0,0 fortunejack.com~2026-08~377,62,8,5,0,1,0,0,0 localhost:5173~2026-07~10,6,4,4,0,3,0,2,0
