btag|packed
105947394_497550|2026-06~164,2 08-17~2,0 all~166,2 06-20~33,1 06-04~14,0 06-05~2,0 06-12~106,1 06-16~6,0 2026-08~2,0 06-17~3,0
105947394_497552|06-18~144,13 07-06~19,0 07-05~36,0 07-03~45,0 08-21~9,0 06-28~284,8 06-24~291,8 06-10~12,0 08-01~17,1 06-23~173,6 06-12~287,8 2026-07M~64,0 06-16~125,6 07-07~9,0 06-15~230,3 08-06~23,0 06-22~251,13 2026-08M~17,1 06-27~86,8 06-20~158,3 06-21~350,11 06-13~419,11 07-02~58,0 2026-07~225,0 2026-08~49,1 06-17~296,7 06-29~141,8 06-14~193,1 2026-06~3787,127 06-26~52,2 06-11~104,2 06-25~96,4 all~4061,128 07-11~52,0 07-01~6,0 06-19~95,5
105947394_499111|2026-08~57,1 06-29~14,2 08-19~32,0 07-07~32,2 07-09~3,0 07-03~14,0 2026-08M~25,1 07-12~9,0 07-11~53,10 06-23~1,0 08-02~25,1 2026-07~226,13 07-18~115,1 2026-06~15,2 all~298,16
105965840_499027|2026-06~163,7 06-16~82,5 all~163,7 06-23~80,2 06-17~1,0
106038685_498220|07-02~19,0 06-18~44,0 07-29~16,4 07-14~32,0 07-21~13,0 2026-07~122,5 2026-05~61,0 2026-08~14,0 2026-07M~19,0 06-14~10,0 06-08~59,2 07-10~4,0 2026-06~1326,29 07-16~5,0 06-13~120,0 07-17~16,1 06-21~30,0 05-29~27,0 08-08~11,0 06-23~33,4 06-20~70,1 06-16~82,3 06-12~183,2 08-06~3,0 07-08~9,0 06-10~32,3 all~1523,34 06-22~5,0 07-15~7,0 06-09~47,0 07-06~1,0 05-04~19,0 06-17~126,2 05-28~15,0 06-19~50,7 06-11~435,5
106054549_499145|07-21~10,3 08-18~42,1 07-04~13,0 05-07~19,0 07-31~21,1 06-29~27,0 08-30~88,16 09-01~36,0 08-19~104,9 06-26~21,1 05-28~37,1 09-02~3,0 2026-05~56,1 07-20~2,0 08-31~9,0 08-11~26,5 07-07~127,1 08-02~52,7 07-13~60,4 07-19~17,0 06-01~11,0 06-19~23,0 07-01~17,0 08-06~20,3 2026-07M~31,0 07-10~14,0 07-05~10,0 07-23~7,0 08-27~228,0 08-10~118,2 08-23~92,7 08-16~20,0 07-27~1,0 08-05~24,1 07-14~85,3 07-17~30,0 08-14~600,21 08-01~34,1 08-26~42,0 2026-09M~39,0 08-03~51,3 2026-06~557,10 07-02~14,0 08-08~8,0 06-30~42,0 08-17~49,3 07-08~6,0 07-18~38,2 08-09~60,0 06-15~110,0 all~4403,183 08-29~199,16 08-15~499,22 07-16~15,0 2026-07~995,42 08-13~99,1 06-23~60,1 08-12~16,0 07-29~11,0 06-11~116,4 2026-08M~86,8 2026-08~2756,130 07-11~56,3 06-25~83,1 07-25~167,0 06-16~64,3 2026-09~39,0 2026-06M~11,0 07-22~211,25 07-30~63,0 08-24~35,4 08-28~241,8
106057565_498539|2026-06~595,14 06-12~55,0 06-13~31,0 06-27~8,0 06-15~37,0 06-29~41,0 06-11~145,5 08-03~16,1 all~611,15 06-19~21,1 06-20~16,2 06-18~1,0 2026-08~16,1 06-16~21,0 06-17~67,0 06-21~97,4 06-25~12,2 06-14~43,0
106057702_498454|06-10~12,0 06-15~150,17 06-14~14,2 2026-06~176,19 all~176,19
106094650_498811|07-14~199,2 08-08~170,1 05-12~58,0 08-03~52,4 07-19~22,0 08-12~31,0 08-18~105,9 06-16~877,44 2026-08~1312,64 06-11~27,3 07-09~11,0 06-18~826,45 08-21~20,0 07-31~3,0 06-29~60,0 06-21~1463,60 08-22~47,9 08-16~274,9 07-27~79,1 08-06~100,8 06-25~73,0 07-15~328,4 07-08~103,0 07-10~33,0 08-15~190,10 09-01~14,0 08-19~25,4 08-02~11,3 08-23~6,2 08-05~18,0 07-16~46,3 06-17~1643,23 06-13~2037,41 08-24~4,0 2026-07~2287,48 2026-09~40,0 06-19~614,15 07-01~52,0 2026-07M~137,5 05-11~9,0 05-13~15,0 06-28~267,31 07-30~209,15 06-14~2047,42 07-12~14,0 07-04~20,0 2026-09M~40,0 07-20~42,0 07-05~29,0 07-18~261,8 07-29~215,3 08-09~39,0 08-13~41,0 07-13~14,0 2026-05~272,45 2026-08M~11,3 06-15~1063,27 08-11~16,0 all~18345,729 07-17~14,0 08-17~52,3 08-25~10,0 08-29~9,0 06-26~17,0 08-14~4,0 08-30~5,0 06-22~682,58 06-20~2284,177 07-02~85,5 06-24~41,1 06-23~139,1 07-06~9,0 08-07~29,0 06-30~34,0 07-11~86,0 07-07~55,0 07-23~94,3 07-26~73,1 07-25~31,1 07-22~24,1 07-21~136,1 09-02~26,0 06-27~128,0 2026-06~14434,572 08-10~36,0 05-14~190,45 06-12~112,4 08-20~18,2
106162973_499187|06-21~20,0 06-18~51,2 08-13~53,1 05-01~44,0 08-07~14,0 2026-05~55,0 2026-06~635,17 06-20~106,3 06-25~61,4 2026-05M~44,0 06-23~25,2 07-19~61,1 06-29~30,1 07-31~4,2 06-27~41,4 07-29~11,0 08-14~27,0 06-26~83,1 06-22~52,0 2026-08~106,2 2026-07~214,3 07-11~3,0 06-16~63,0 2026-07M~125,0 all~1010,22 07-08~5,0 05-22~11,0 07-02~125,0 06-17~4,0 06-14~99,0 08-15~12,1 07-30~5,0
106163691_499430|06-18~15,0 08-18~10,0 06-30~8,0 06-23~6,0 07-07~6,0 07-08~8,0 08-10~19,0 2026-06~519,5 06-17~21,0 06-28~38,0 06-25~62,2 06-19~317,2 2026-07~14,0 all~562,5 06-22~52,1 2026-08~29,0
106163691_507573|08-31~12,0 2026-09M~258,1 09-01~80,0 09-02~178,1 all~270,1 2026-08~12,0 2026-09~258,1
106168459_499364|07-30~44,0 06-22~10,0 07-22~677,11 07-27~420,1 06-19~1357,21 07-18~2416,34 07-12~1761,89 06-20~38,0 06-18~2311,85 2026-08M~95,5 08-28~182,0 07-20~2022,102 07-28~208,0 07-19~1313,62 07-29~521,5 07-14~1825,85 06-17~25,0 08-30~62,0 07-31~30,2 07-21~2544,103 08-02~2,0 07-25~196,11 07-03~65,0 08-01~93,5 07-17~1478,60 07-15~2005,66 2026-07~21078,843 07-08~8,0 06-26~15,0 06-21~9,0 2026-08~712,5 07-06~3,0 08-13~13,0 2026-06~3765,106 all~25555,954 07-07~85,0 08-20~155,0 08-10~40,0 08-24~118,0 07-16~1555,145 07-05~19,4 07-24~13,0 08-29~47,0 07-23~42,3 07-13~1769,59 07-26~59,1
106201041_499646|07-02~5,0 06-28~13,0 06-18~41,0 2026-08~59,0 all~1249,19 06-29~4,2 2026-07~45,0 2026-07M~6,0 08-11~31,0 07-01~1,0 06-19~12,0 06-22~714,6 06-24~15,0 08-13~28,0 06-23~346,11 2026-06~1145,19 07-04~39,0
106202176_499680|06-01~159,0 07-08~19,0 05-27~252,8 08-15~33,0 07-14~47,5 08-14~169,0 08-29~34,6 07-10~8,0 06-08~1,0 08-11~162,12 07-15~34,4 07-27~152,13 all~4232,139 08-17~15,0 2026-09~155,7 08-25~26,5 08-24~92,0 07-09~1,0 06-11~15,0 06-05~23,0 08-31~82,0 06-12~50,0 08-13~28,1 09-01~93,7 05-25~2,0 05-11~1,0 06-24~112,3 2026-09M~155,7 06-02~40,0 05-01~63,0 08-16~29,1 2026-08~1264,47 08-04~59,0 2026-07M~49,0 05-13~15,0 05-07~53,0 08-26~10,0 07-22~16,0 07-13~22,0 08-12~38,0 06-03~11,0 09-02~62,0 05-15~17,0 2026-06M~199,0 07-17~263,11 08-10~54,5 08-08~59,1 06-18~11,0 06-29~9,0 07-31~23,0 05-28~75,0 08-03~71,0 07-07~229,3 08-06~46,0 08-05~61,0 06-06~1,0 07-06~75,0 07-21~57,11 2026-05~566,18 06-20~10,0 08-22~53,0 07-03~2,0 06-23~2,0 06-30~46,0 07-28~133,9 07-24~24,2 07-20~197,0 05-06~8,0 2026-07~1584,62 06-17~30,0 08-07~23,0 05-29~71,9 2026-05M~63,0 07-23~23,0 05-04~9,1 08-27~120,16 2026-06~663,5 07-16~43,1 07-01~49,0 06-19~122,2 06-04~21,0 07-29~167,3
106202321_500101|07-28~4,0 07-20~37,0 07-06~842,32 07-07~174,0 08-06~28,0 07-15~7,0 07-11~186,1 09-01~16,0 2026-06~180,12 08-22~24,0 2026-07~3203,96 08-05~268,21 08-12~33,0 07-09~27,0 2026-08~2295,80 06-25~30,0 07-05~269,0 07-16~133,22 07-17~53,3 08-31~26,0 08-23~1,0 07-08~134,2 2026-07M~479,7 08-27~3,0 07-21~13,0 07-12~8,1 08-02~867,30 2026-05~4,1 05-28~4,1 07-02~479,7 06-27~150,12 2026-08M~867,30 08-29~22,0 08-10~23,1 08-07~3,0 07-03~33,0 08-03~615,24 2026-09M~16,0 2026-09~16,0 08-04~375,4 08-09~7,0 all~5698,189 07-31~4,0 07-13~138,11 07-14~662,17
106216576_499994|07-17~287,6 07-07~95,4 07-08~386,8 06-30~500,31 07-16~247,0 07-23~2,0 08-27~21,0 07-04~75,0 2026-06~3250,184 05-22~7,0 06-29~660,48 07-12~154,2 07-03~256,12 07-25~27,0 07-26~11,0 2026-07~2905,54 07-09~495,9 07-15~226,2 2026-07M~21,0 2026-05~7,0 06-25~841,37 07-02~20,0 08-03~12,1 07-11~59,2 07-21~1,0 07-29~7,0 07-24~6,0 06-26~512,30 07-18~34,0 06-28~120,2 07-20~45,9 07-01~1,0 all~6212,239 06-27~617,36 2026-08~50,1 07-27~15,0 07-13~125,0 08-14~17,0 07-14~87,0 07-06~32,0 07-05~25,0 07-10~187,0
106218052_499980|07-02~173,4 06-19~6,1 08-23~2,0 06-26~4,0 2026-08~68,6 08-07~2,1 all~305,12 08-04~64,5 07-23~5,0 06-23~46,0 2026-06~56,1 07-22~3,1 2026-07~181,5 2026-07M~173,4
106219720_499983|2026-09~6,0 08-18~21,0 06-11~4,0 08-21~3,0 2026-06~1054,75 06-24~360,38 08-20~15,0 06-25~221,13 2026-07~2,2 06-17~1,0 08-31~9,0 06-19~15,0 06-23~25,1 06-22~233,10 07-13~2,2 09-01~6,0 2026-08~70,0 08-30~22,0 2026-09M~6,0 06-26~195,13 all~1132,77
106219968_499981|07-02~640,19 08-04~46,4 07-13~31,0 07-17~231,2 2026-08~1438,57 08-13~64,0 06-24~528,4 06-21~22,2 2026-06~2075,26 08-26~7,0 2026-07~4759,168 06-26~87,1 2026-08M~94,12 08-30~2,0 07-08~54,0 08-14~5,0 08-09~192,7 07-20~137,7 07-30~34,1 06-28~36,0 07-01~61,0 06-19~23,1 07-06~377,11 08-20~3,0 08-01~32,2 07-04~220,6 08-07~97,0 08-05~147,4 07-26~162,8 06-29~105,2 07-31~190,23 08-11~156,11 07-18~145,4 08-03~8,0 07-23~25,1 08-23~144,1 08-21~16,0 07-19~271,6 07-29~162,1 06-25~554,2 06-23~522,11 08-28~7,1 07-15~95,1 06-27~40,2 07-05~128,3 07-25~80,4 07-03~72,3 07-12~250,10 06-30~39,0 07-28~93,5 all~8272,251 07-09~49,2 08-08~63,0 07-27~8,0 06-22~119,1 07-22~97,0 07-16~183,6 07-14~74,7 07-24~92,1 07-21~279,9 07-10~392,23 08-19~59,2 08-31~22,0 08-10~186,15 07-07~127,5 08-12~67,0 08-06~53,0 2026-07M~701,19 08-02~62,10
106274090_500909|2026-06~2,0 07-08~37,0 07-09~157,7 06-30~2,0 07-07~7,0 07-02~24,0 2026-07M~24,0 07-10~228,3 07-20~12,0 all~543,10 07-14~1,0 07-06~11,0 07-12~63,0 07-16~1,0 2026-07~541,10
106280969_501377|07-24~63,0 2026-08~153,3 07-13~405,4 08-15~26,0 all~2616,57 07-29~37,2 07-28~2,0 07-06~12,0 07-11~714,29 07-27~94,0 07-31~1,1 08-13~57,3 07-16~474,6 07-30~44,4 07-23~455,8 2026-07~2440,54 07-26~5,0 06-11~23,0 07-25~4,0 08-25~28,0 07-14~32,0 08-21~42,0 07-17~19,0 2026-06~23,0 07-15~79,0
106291122_500315|06-25~13,0 07-13~280,6 07-11~236,5 all~1545,50 07-14~90,0 2026-07~1522,47 07-15~449,23 07-12~291,5 07-16~105,2 2026-06~23,3 06-24~10,3 07-17~12,0 07-18~59,6
106323207_502223|07-23~1107,9 08-29~328,0 09-02~780,18 06-15~76,0 08-02~2032,43 08-01~1730,10 08-10~763,13 08-24~782,33 07-16~754,6 07-21~1313,45 08-17~1329,14 08-26~1182,18 07-14~472,16 2026-08~37011,542 07-25~335,5 07-26~77,0 07-29~1468,36 08-22~1159,19 08-05~994,19 07-18~465,4 2026-07~14717,233 2026-07M~2,0 2026-09~1814,24 08-18~2580,83 08-21~2611,26 08-16~2781,24 07-13~4,0 2026-09M~1814,24 08-13~601,21 08-19~1076,19 09-01~1034,6 07-19~894,12 07-11~1,0 07-20~563,21 2026-06~165,0 07-28~780,11 07-31~1727,15 2026-08M~3762,53 07-04~25,0 08-14~1539,16 08-08~544,4 07-15~198,4 08-15~1233,29 08-27~740,1 07-17~284,5 08-31~193,0 08-28~1186,18 07-24~1674,26 08-23~1069,12 08-04~1039,10 08-20~1155,10 08-03~1820,49 08-07~1489,9 07-27~1131,13 07-30~733,2 07-22~710,3 07-02~2,0 08-12~1381,8 08-30~216,2 08-25~344,2 08-11~1216,16 all~53707,799 06-25~89,0 08-06~1582,11 08-09~317,3
106323583_500453|2026-07~352,11 08-10~12,0 07-03~246,9 all~364,11 07-02~54,2 07-04~52,0 2026-08~12,0 2026-07M~54,2
106338910_500878|07-11~28,2 07-17~11,0 07-01~876,21 2026-08~3,0 2026-07M~897,21 07-21~18,0 08-05~3,0 07-09~32,0 all~2377,108 07-04~87,7 07-02~21,0 06-30~1286,77 07-06~14,1 2026-07~1088,31 2026-06~1286,77 07-20~1,0
106339238_500627|07-30~84,5 all~6779,154 07-05~259,5 07-14~99,0 08-08~11,0 2026-08M~4,1 07-24~31,0 07-31~17,0 06-29~69,0 07-10~394,19 2026-07~5413,108 06-30~47,3 2026-07M~862,29 06-18~152,3 07-13~51,0 07-04~91,0 07-03~13,0 2026-06~504,26 07-22~21,2 07-02~177,2 07-20~546,17 07-19~103,4 06-14~18,4 08-03~17,0 07-07~561,4 06-27~152,15 06-17~41,1 05-08~11,0 07-15~27,0 07-21~649,11 07-17~294,4 07-11~38,0 07-23~34,0 05-05~485,19 05-15~1,0 07-06~129,7 07-12~24,0 06-19~3,0 07-01~685,27 2026-05~830,19 08-01~4,1 07-09~358,0 05-06~58,0 05-04~275,0 2026-08~32,1 06-26~1,0 07-16~138,0 06-12~21,0 07-08~590,1
106414591_501025|07-14~10,0 all~430,19 07-01~9,0 07-18~6,0 07-03~389,19 2026-07~420,19 2026-08~10,0 07-13~6,0 2026-07M~9,0 08-19~10,0
106443772_501126|08-08~496,16 08-11~1167,62 08-24~719,3 05-27~88,1 06-26~67,0 06-12~19,0 09-01~73,2 08-19~587,27 05-22~1,0 2026-08M~368,9 07-15~1056,1 07-29~109,0 07-27~190,1 08-06~491,17 05-08~8,5 07-16~540,15 06-11~2,0 07-09~1094,28 08-05~503,34 08-10~1062,51 08-31~82,0 05-05~1,0 08-09~416,32 07-11~1171,73 06-09~2,0 all~34420,1028 05-25~3,0 08-21~1282,22 07-03~55,0 09-02~114,0 06-02~14,0 08-12~1640,34 08-25~282,2 08-04~613,11 08-22~934,39 07-31~68,1 06-29~35,0 07-28~155,9 06-30~14,0 07-13~1443,10 08-03~127,2 07-26~54,0 08-23~2216,44 07-17~377,9 08-16~1202,69 07-23~58,2 08-01~308,8 05-20~11,0 07-10~1333,45 08-15~733,23 2026-06M~14,0 07-07~415,8 07-22~110,1 08-26~181,5 05-06~3,1 05-15~2,0 07-30~322,2 08-30~25,0 08-02~60,1 06-24~168,1 08-27~219,22 07-19~52,2 2026-07M~100,4 2026-09M~187,2 08-17~1202,41 07-12~1162,45 07-25~135,19 07-14~962,3 06-04~1,0 07-21~269,7 08-20~703,36 07-24~18,1 2026-06~322,1 07-20~57,0 07-01~41,4 2026-08~21489,697 08-13~1034,27 08-28~108,0 08-14~951,35 07-02~59,0 2026-09~187,2 05-13~7,0 05-28~21,0 07-08~847,34 2026-07~12265,321 05-21~12,0 07-06~3,0 07-18~110,1 08-18~1376,27 08-29~19,0 2026-05~157,7 08-07~751,7
106447375_501207|07-08~57,1 06-10~9,0 07-11~36,1 07-24~418,2 2026-09~740,6 06-27~25,1 2026-08M~43,4 07-19~417,17 08-15~20,2 2026-06~45,1 08-29~63,1 08-27~176,1 07-06~74,0 08-16~59,0 08-09~52,1 07-10~77,2 07-31~142,4 06-29~9,0 06-11~2,0 07-09~663,17 08-11~201,11 07-21~165,6 08-03~341,12 all~10510,323 09-02~153,1 07-12~33,0 07-25~152,0 07-22~285,5 08-31~189,0 08-28~90,0 08-13~49,0 07-03~53,5 08-26~238,1 07-23~219,11 08-17~196,10 07-16~83,0 2026-07~6479,250 08-23~157,3 08-10~122,1 07-15~283,4 08-07~250,3 08-22~9,0 07-26~212,0 08-30~139,2 07-30~231,8 07-27~452,94 09-01~587,5 08-19~49,0 07-17~232,5 08-12~60,0 08-25~5,0 08-14~36,0 08-21~92,2 07-20~323,26 08-24~74,0 08-20~7,0 08-04~19,2 08-01~29,4 07-13~233,7 07-28~572,9 07-14~288,6 08-02~14,0 2026-08~3246,66 08-08~90,0 08-05~193,1 08-06~174,4 08-18~53,5 07-18~200,6 07-29~363,11 2026-09M~740,6 07-07~216,3
106449179_501141|07-05~5,0 07-03~148,23 07-13~138,4 2026-07M~542,24 all~966,55 07-02~542,24 07-08~13,2 07-12~29,2 07-09~18,0 2026-07~966,55 07-14~24,0 07-04~49,0
106449861_501147|07-06~1,0 07-16~2,0 08-28~20,0 08-09~15,0 07-05~34,0 2026-08~35,0 07-10~98,1 07-07~78,4 07-12~107,3 07-08~48,2 2026-07~370,11 all~405,11 07-30~2,1
106449869_501149|08-27~5,0 08-26~86,1 07-22~24,0 2026-08~209,9 07-10~29,0 08-14~15,2 08-12~32,4 07-09~168,1 07-13~31,3 07-28~15,0 08-19~5,0 07-20~1,0 08-08~15,0 07-17~6,1 07-11~248,41 08-20~1,0 2026-07~3418,140 07-14~115,1 07-08~1036,57 07-16~51,0 08-07~39,0 07-07~1660,35 08-04~11,2 all~3627,149 07-31~13,1 07-19~21,0
106465095_501433|09-01~50,0 08-19~151,2 08-08~996,25 08-17~231,9 07-08~9,0 08-27~291,0 08-22~216,4 2026-08M~92,6 08-10~447,6 08-30~107,10 08-25~116,1 08-04~311,12 08-07~307,2 08-13~298,6 08-16~399,16 07-31~81,1 09-02~735,7 08-11~463,5 08-31~117,2 2026-07~519,13 08-28~335,1 07-25~17,0 08-03~33,3 08-15~307,5 08-02~60,4 08-23~66,4 2026-09~785,7 08-26~119,1 08-20~67,2 08-29~183,11 07-27~80,0 07-30~133,5 08-24~99,1 08-14~233,1 08-18~111,3 08-09~222,2 08-12~439,8 07-29~54,2 07-13~46,5 08-01~32,2 08-21~325,5 2026-08~7319,164 07-28~92,0 08-05~163,8 07-23~7,0 08-06~75,3 2026-09M~785,7 all~8623,184
106514925_501542|2026-07~3758,67 07-19~3,0 07-11~256,3 09-01~65,0 07-17~7,1 07-14~404,7 2026-08~13,0 07-18~5,0 08-27~13,0 07-10~212,5 07-13~151,1 07-16~160,6 07-06~13,0 07-09~325,0 2026-09~65,0 07-12~242,12 all~3836,67 07-07~27,0 07-08~1744,24 07-15~209,8 2026-09M~65,0
106515843_501681|07-18~45,8 07-19~3,0 07-13~151,0 07-10~88,3 08-01~11,0 07-17~75,2 07-12~97,2 2026-08M~11,0 07-08~23,0 2026-08~11,0 07-23~1,1 all~513,16 07-15~19,0 2026-07~502,16
106527686_501538|08-29~8,0 08-19~4,0 2026-09M~9,0 08-05~12,4 08-30~9,0 07-31~7,1 07-24~23,10 08-31~22,0 07-28~1,0 08-12~17,1 07-11~173,0 07-20~3,0 all~1909,70 07-17~17,1 2026-07~1784,59 07-09~747,21 07-14~362,6 08-08~8,1 08-11~5,0 07-10~302,11 08-10~8,1 2026-09~9,0 09-02~9,0 07-15~41,4 07-12~21,2 08-26~6,0 2026-08~116,11 08-09~8,2 07-07~32,0 08-20~7,2 07-06~10,0 07-18~45,3 08-28~2,0
106528924_501549|2026-08~87,2 07-23~8,0 07-12~185,15 07-18~24,2 07-14~202,3 07-11~714,7 07-13~182,9 07-10~547,16 2026-07~2243,71 all~2330,73 07-15~101,8 08-05~19,0 08-18~24,0 07-30~32,1 07-09~248,10 08-03~44,2
106529519_501559|07-13~123,1 07-14~26,0 08-09~50,1 06-27~28,0 06-26~56,0 06-23~13,0 07-18~11,0 07-08~710,15 07-20~5,0 08-29~17,0 07-30~11,1 07-24~6,0 08-17~60,3 07-10~12,0 2026-08~505,14 2026-07~1916,45 2026-07M~8,0 07-06~34,0 08-10~6,0 2026-06~104,1 07-27~15,0 07-09~606,11 08-18~10,0 08-13~94,5 08-27~32,0 all~2525,60 07-17~4,0 07-11~6,0 08-16~66,3 07-04~15,0 07-22~61,17 07-05~37,0 08-15~33,0 07-21~8,0 07-02~8,0 08-07~137,2 07-16~12,0 07-15~206,0 06-22~7,1
106529566_501571|07-09~116,7 07-07~6,0 all~661,19 07-11~271,2 07-10~268,10 2026-07~661,19
106543882_501637|08-18~1,0 08-02~9,2 2026-07~1276,20 07-19~1,0 08-31~3,1 07-29~1,0 all~1309,23 2026-08M~9,2 07-26~18,0 07-18~2,0 07-27~190,11 07-30~14,0 05-28~20,0 2026-05~20,0 07-25~200,3 2026-08~13,3 07-28~440,0 07-12~9,0 07-23~9,0 07-16~316,5 07-17~76,1
106543882_502508|2026-07~1973,24 07-26~258,2 07-22~63,1 07-15~202,5 07-25~374,7 2026-09~4,0 08-05~4,0 07-23~155,5 all~2145,27 07-24~5,0 09-01~4,0 2026-09M~4,0 07-28~234,1 07-21~86,2 07-16~152,1 07-14~14,0 2026-08~168,3 07-27~46,0 07-29~291,0 08-06~164,3 07-17~93,0
106543882_503430|2026-07~213,21 07-27~92,14 07-22~43,1 07-25~13,0 07-21~65,6 all~213,21
106544975_501688|2026-07~615,46 08-26~7,0 07-14~128,11 08-19~31,2 2026-08~38,2 all~653,48 07-12~52,0 07-13~68,13 07-10~345,22 07-08~22,0
106545402_501939|07-14~58,0 07-10~12,0 all~340,4 07-26~32,0 07-15~15,0 07-22~33,0 2026-07~340,4 07-16~63,2 07-12~95,2 07-08~32,0
106545741_501695|08-09~70,11 08-03~73,11 07-31~60,8 07-20~529,113 2026-07~1909,232 07-12~275,10 07-21~14,2 2026-08M~60,3 08-01~17,1 all~2396,295 07-11~1,0 07-22~54,29 08-04~12,0 08-10~11,0 07-27~108,39 07-09~1,0 2026-08~487,63 08-08~96,9 08-02~43,2 07-15~5,0 07-14~38,0 08-29~3,0 07-30~81,8 08-25~28,8 07-28~12,2 08-17~17,1 08-06~117,20 07-16~6,2 07-13~230,1 07-10~495,18
106545748_501694|07-22~201,50 08-26~62,0 08-06~9,0 2026-07~3387,746 08-02~36,2 08-17~15,1 08-10~17,3 08-21~2,0 07-23~320,125 all~3536,752 07-24~91,49 07-13~155,6 07-16~154,4 07-18~229,90 07-12~193,6 2026-08M~36,2 2026-08~149,6 07-19~488,63 07-11~406,17 07-14~55,11 07-17~100,44 07-21~242,64 07-25~104,36 07-30~18,2 08-03~5,0 07-27~14,5 07-15~118,7 07-28~4,2 07-29~14,0 07-20~179,70 07-26~302,95 08-04~3,0
106545753_501693|07-23~269,16 07-26~164,17 07-28~230,3 07-20~369,1 08-06~170,7 07-15~322,10 07-11~863,7 2026-07~6941,191 09-02~7,0 08-05~90,0 08-12~19,0 07-09~47,1 07-16~474,14 07-17~437,3 07-30~856,18 2026-09M~7,0 07-29~316,3 08-24~5,0 2026-08~1138,23 08-27~18,0 07-21~387,57 07-19~24,3 07-12~119,3 08-02~35,0 07-22~171,2 08-01~651,8 2026-08M~686,8 08-13~18,4 08-18~1,0 08-10~28,2 08-07~10,0 08-28~4,0 08-03~47,2 08-08~1,0 07-18~69,5 07-10~144,7 08-04~1,0 08-09~28,0 all~8086,214 07-31~256,4 2026-09~7,0 07-13~331,4 07-27~309,0 07-14~314,5 07-25~470,8 08-21~12,0
106545778_501692|09-01~125,7 08-19~264,6 2026-09M~223,12 07-22~140,17 08-24~194,17 09-02~98,5 2026-07M~35,3 08-08~79,5 07-04~3,0 06-20~48,0 06-27~6,1 08-17~36,0 07-07~7,0 07-18~290,34 08-14~245,4 08-01~147,10 08-20~80,2 05-14~9,0 07-11~586,20 08-18~483,10 08-30~107,3 07-12~767,15 all~16935,509 08-03~104,3 07-23~96,3 06-26~23,3 07-26~111,3 08-23~112,1 08-15~67,0 07-20~140,7 06-21~21,1 07-02~16,1 06-25~9,0 08-12~191,5 07-06~2,0 08-07~206,0 06-22~62,0 07-24~88,5 08-10~64,3 2026-05~14,0 08-29~32,0 06-19~94,0 07-01~19,2 08-04~238,4 07-16~719,9 08-25~190,2 07-25~61,10 2026-08~5407,124 08-11~50,1 2026-07~10772,350 06-23~27,1 08-27~114,1 2026-08M~259,15 05-20~5,0 07-21~46,7 08-21~78,0 08-13~172,0 07-29~373,14 07-08~554,12 06-10~11,0 08-22~116,1 08-06~146,5 07-03~12,1 06-14~25,0 2026-06~519,23 2026-09~223,12 07-30~316,7 08-31~162,0 07-27~94,8 07-31~72,3 06-29~8,0 07-15~194,4 07-10~1281,23 08-28~249,19 08-02~112,5 08-05~877,14 07-13~577,15 07-19~166,9 07-28~90,4 07-14~598,5 07-17~343,15 06-11~6,0 07-09~3011,97 08-26~259,0 08-09~152,3 06-24~179,17 08-16~81,0
106545782_501691|07-27~180,3 2026-07~1906,28 08-12~6,0 07-22~229,2 07-31~57,2 07-26~198,1 08-10~22,2 08-04~81,11 07-25~463,4 2026-08~409,18 07-24~311,8 07-30~177,7 all~2315,46 08-08~63,0 07-23~149,0 08-07~15,0 08-06~141,5 08-05~81,0 07-28~142,1
106547886_501932|07-12~94,16 all~202,21 07-15~8,0 07-11~77,5 07-13~23,0 2026-07~202,21
106549394_501765|07-12~72,0 08-14~20,0 08-06~364,6 2026-08M~10,0 08-25~10,0 2026-08~2547,50 all~4966,124 2026-07~2419,74 08-20~21,0 07-18~344,18 08-04~75,4 07-20~11,1 07-11~419,3 07-16~50,3 08-11~77,2 07-14~176,3 08-17~15,3 08-15~137,5 08-05~221,7 07-21~30,11 07-08~12,1 08-13~188,4 07-09~162,2 08-10~46,0 07-15~14,3 07-13~121,4 07-10~735,13 08-08~479,5 08-22~25,0 08-23~8,0 08-21~11,0 07-17~273,12 08-07~660,12 08-02~10,0 08-16~97,2 08-12~83,0
106552167_501937|07-16~2,0 all~1834,62 07-09~17,0 07-17~87,9 07-13~312,6 07-18~109,11 07-08~25,0 07-14~296,7 2026-08M~4,0 08-02~4,0 07-10~357,13 07-23~4,0 07-20~12,0 07-25~13,0 07-19~31,0 08-03~1,0 2026-07~1829,62 07-21~45,0 2026-08~5,0 07-12~42,0 07-15~50,0 07-11~427,16
106553886_502210|2026-08M~17,0 07-01~58,0 07-18~339,8 07-20~12,1 08-24~13,0 07-28~70,2 07-17~115,2 08-02~17,0 07-16~169,0 07-13~170,3 08-06~15,0 07-15~394,0 08-23~67,0 07-19~10,0 2026-07~2031,29 2026-08~219,2 2026-07M~58,0 08-11~32,0 07-14~667,12 all~2250,31 08-14~75,2 07-21~27,1
