country|packed
Israel|05-13:0,0,0,0 05-15:0,0,2,2 05-18:0,0,0,0 05-20:0,0,0,0 05-24:0,0,0,0 05-27:0,0,1,1 05-28:0,0,1,1 06-06:1,0,1,0 06-08:0,0,1,1 06-09:0,0,0,0 06-10:0,0,1,1 06-11:0,0,0,0 06-12:0,0,1,1 06-13:0,0,1,1 06-14:0,0,0,0 06-16:0,0,0,0 06-17:0,0,0,0 06-18:1,0,0,0 06-19:0,0,0,0 06-20:0,0,1,1 06-22:0,0,0,0 06-23:0,0,0,0 06-24:0,0,0,0 06-27:0,0,0,0 07-01:0,0,1,1 07-05:0,0,0,0 07-09:1,0,0,0 07-18:0,0,0,0 07-19:0,0,0,0 07-20:0,0,0,0 07-24:0,0,0,0 08-01:0,0,0,0 08-05:0,0,0,0 08-07:0,0,0,0 08-14:0,0,1,1 08-16:0,0,0,0 08-18:0,0,1,0 08-19:0,0,0,0 08-20:0,0,1,0 08-22:0,0,0,0 08-23:0,0,0,0 08-25:0,0,0,0 08-26:0,0,1,0 08-27:0,0,0,0 08-28:0,0,1,1
Italy|05-14:0,0,1,1 05-15:0,0,0,0 05-16:0,0,0,0 05-19:0,0,0,0 05-20:0,0,1,1 05-21:0,0,0,0 05-22:0,0,1,1 05-24:0,0,1,1 05-25:0,0,0,0 05-27:0,0,0,0 05-28:0,0,0,0 06-03:0,0,0,0 06-04:0,0,0,0 06-05:0,0,2,1 06-06:0,0,0,0 06-09:0,0,0,0 06-13:0,0,0,0 06-14:0,0,0,0 06-17:0,0,0,0 06-19:0,0,0,0 06-20:0,0,0,0 06-22:0,0,0,0 06-24:0,0,0,0 06-26:0,0,0,0 06-29:0,0,0,0 07-01:0,0,0,0 07-06:0,0,0,0 07-08:0,0,0,0 07-11:0,0,2,2 07-13:0,0,1,0 07-16:0,0,0,0 07-18:1,0,1,0 07-20:0,0,0,0 07-22:0,0,0,0 07-23:0,0,0,0 07-24:0,0,1,1 07-25:0,0,1,1 07-26:0,0,0,0 07-28:0,0,0,0 07-29:0,0,0,0 07-30:0,0,0,0 08-02:0,0,0,0 08-03:1,0,0,0 08-06:1,0,0,0 08-07:0,0,0,0 08-08:0,0,0,0 08-09:0,0,0,0 08-10:0,0,0,0 08-11:0,0,0,0 08-12:0,0,0,0 08-13:0,0,0,0 08-14:0,0,0,0 08-16:0,0,0,0 08-19:0,0,0,0 08-21:0,0,0,0 08-26:0,0,0,0 08-27:0,0,1,1
Ivory Coast|05-17:0,0,1,0 05-24:0,0,0,0 05-26:0,0,0,0 05-28:0,0,0,0 06-04:0,0,1,1 06-06:0,0,1,1 06-11:0,0,0,0 06-12:0,0,0,0 06-14:0,0,1,1 06-16:0,0,0,0 06-17:0,0,1,0 06-21:0,0,0,0 06-26:0,0,0,0 06-28:1,0,0,0 06-29:0,0,0,0 06-30:0,0,0,0 07-02:0,0,0,0 07-19:0,0,0,0 07-27:0,0,0,0 07-29:0,0,0,0 07-30:0,0,0,0 08-27:0,0,0,0
Jamaica|07-08:0,0,1,0 08-09:0,0,0,0
Japan|05-13:0,0,0,0 05-14:0,0,0,0 05-15:0,0,1,1 05-16:0,0,2,2 05-17:0,0,0,0 05-18:0,0,2,1 05-19:0,0,0,0 05-20:0,0,4,4 05-21:0,0,2,2 05-24:0,0,0,0 05-25:0,0,1,1 05-26:0,0,0,0 05-27:0,0,0,0 05-30:0,0,0,0 05-31:0,0,0,0 06-01:0,0,1,0 06-02:0,0,0,0 06-03:0,0,0,0 06-04:0,0,0,0 06-06:0,0,0,0 06-07:0,0,0,0 06-08:0,0,0,0 06-09:0,0,0,0 06-10:0,0,0,0 06-11:0,0,0,0 06-12:0,0,1,1 06-13:0,0,0,0 06-14:0,0,0,0 06-15:0,0,0,0 06-17:1,0,0,0 06-18:0,0,0,0 06-19:0,0,0,0 06-20:0,0,2,2 06-22:0,0,0,0 06-23:0,0,0,0 06-24:0,0,0,0 06-25:1,0,0,0 06-26:0,0,1,0 06-27:0,0,0,0 06-28:0,0,0,0 06-29:0,0,0,0 06-30:0,0,0,0 07-01:0,0,0,0 07-03:0,0,0,0 07-04:1,0,1,0 07-05:0,0,0,0 07-09:0,0,1,1 07-10:0,0,1,0 07-11:0,0,1,0 07-12:0,0,0,0 07-13:0,0,2,2 07-14:0,0,0,0 07-17:0,0,0,0 07-18:1,0,0,0 07-19:0,0,1,1 07-20:0,0,0,0 07-21:0,0,0,0 07-22:0,0,1,0 07-23:1,0,0,0 07-24:0,0,0,0 07-25:0,0,1,1 07-26:0,0,0,0 07-28:0,0,0,0 07-29:1,0,0,0 07-30:0,0,0,0 07-31:0,0,0,0 08-02:0,0,0,0 08-03:0,0,0,0 08-04:0,0,0,0 08-05:0,0,0,0 08-06:0,0,1,1 08-07:0,0,0,0 08-09:0,0,0,0 08-10:0,0,0,0 08-11:0,0,0,0 08-12:0,0,0,0 08-13:0,0,0,0 08-15:0,0,0,0 08-16:0,0,0,0 08-18:0,0,0,0 08-19:0,0,2,2 08-20:0,0,0,0 08-21:0,0,0,0 08-24:0,0,0,0 08-25:0,0,0,0 08-27:0,0,0,0 08-29:0,0,0,0
Jersey|06-06:1,0,0,0
Jordan|06-06:0,0,0,0 06-13:0,0,1,1 06-25:0,0,0,0 06-29:0,0,0,0 06-30:0,0,0,0 07-06:0,0,0,0 07-11:0,0,1,1 07-15:0,0,0,0 07-16:0,0,0,0 07-17:0,0,0,0 08-13:0,0,0,0 08-15:0,0,0,0 08-28:0,0,0,0
Kazakhstan|06-02:0,0,0,0 07-01:0,0,0,0 07-03:0,0,0,0 07-09:0,0,0,0 07-11:0,0,1,1 07-17:0,0,0,0 07-22:0,0,0,0 08-05:0,0,0,0 08-16:0,0,0,0 08-26:0,0,0,0 08-27:0,0,0,0
Kenya|05-13:0,0,0,0 05-17:0,0,0,0 05-18:0,0,0,0 05-20:0,0,0,0 05-22:0,0,0,0 05-23:0,0,0,0 05-24:0,0,0,0 05-26:0,0,0,0 05-28:0,0,0,0 05-30:0,0,1,0 06-01:0,0,0,0 06-02:0,0,0,0 06-06:0,0,0,0 06-09:0,0,0,0 06-12:0,0,0,0 06-16:0,0,0,0 06-18:0,0,0,0 06-19:0,0,0,0 06-20:0,0,0,0 06-21:0,0,0,0 06-24:0,0,0,0 06-25:0,0,0,0 06-26:0,0,0,0 06-28:0,0,0,0 06-29:0,0,0,0 07-01:0,0,0,0 07-06:0,0,0,0 07-10:0,0,0,0 07-13:0,0,0,0 07-17:0,0,0,0 07-18:0,0,0,0 07-21:0,0,0,0 07-22:0,0,0,0 07-24:0,0,0,0 07-25:0,0,0,0 07-26:0,0,0,0 07-29:0,0,0,0 08-02:0,0,0,0 08-03:0,0,0,0 08-04:0,0,0,0 08-11:0,0,0,0 08-14:0,0,0,0 08-15:0,0,0,0 08-16:0,0,0,0 08-19:0,0,0,0 08-20:0,0,0,0 08-21:0,0,0,0 08-24:0,0,0,0 08-26:0,0,0,0 08-29:0,0,0,0
Kosovo|05-14:0,0,0,0 05-28:0,0,0,0 06-14:1,0,0,0 06-15:0,0,0,0 06-18:0,0,0,0 06-19:0,0,0,0 06-29:1,0,0,0 06-30:0,0,0,0 07-03:0,0,0,0 07-08:1,0,0,0 07-09:1,0,1,0 07-10:0,0,2,1 07-12:0,0,0,0 07-13:0,0,4,2 07-14:1,0,0,0 07-15:0,0,0,0 07-16:1,0,0,0 07-17:0,0,0,0 07-18:0,0,2,0 07-19:1,0,0,0 07-23:0,0,0,0 07-27:0,0,0,0 08-05:0,0,0,0 08-06:1,0,0,0 08-20:0,0,1,1 08-21:0,0,0,0 08-22:0,0,0,0 08-23:1,0,0,0 08-26:0,0,0,0 08-27:0,0,0,0
Kuwait|06-01:0,0,0,0 06-11:1,0,0,0 07-01:0,0,0,0 07-27:0,0,1,0 07-31:0,0,0,0 08-03:0,0,0,0 08-04:0,0,0,0 08-24:0,0,0,0 08-26:0,0,0,0
Kyrgyzstan|08-21:0,0,0,0 08-26:0,0,0,0
Laos|05-24:0,0,0,0 06-26:0,0,1,0 07-01:0,0,0,0 07-09:0,0,0,0 07-10:0,0,1,1 07-30:0,0,1,0 08-06:0,0,0,0 08-20:0,0,1,1 08-22:0,0,0,0 08-28:0,0,0,0
Latvia|05-19:0,0,0,0 05-24:0,0,0,0 05-29:0,0,0,0 05-31:0,0,0,0 06-01:0,0,1,1 06-05:0,0,0,0 06-09:0,0,0,0 06-14:0,0,1,0 06-17:0,0,0,0 06-19:0,0,0,0 06-20:0,0,0,0 06-22:0,0,0,0 06-26:0,0,0,0 06-28:0,0,0,0 07-03:0,0,0,0 07-06:1,0,0,0 07-12:0,0,1,0 07-14:0,0,0,0 07-18:0,0,0,0 07-28:0,0,0,0 07-29:0,0,0,0 07-31:0,0,0,0 08-04:0,0,1,1 08-07:0,0,0,0 08-08:0,0,0,0 08-14:0,0,0,0 08-15:0,0,0,0 08-16:0,0,0,0 08-19:0,0,1,1 08-20:0,0,0,0 08-21:0,0,0,0 08-22:0,0,0,0 08-23:0,0,0,0 08-25:0,0,0,0 08-26:0,0,0,0 08-27:0,0,0,0
Lebanon|05-13:0,0,0,0 05-17:0,0,0,0 05-18:0,0,1,1 05-22:0,0,0,0 05-26:0,0,0,0 05-27:0,0,0,0 06-06:0,0,0,0 06-11:0,0,0,0 06-12:0,0,0,0 06-13:0,0,0,0 06-14:0,0,0,0 06-24:0,0,1,0 06-25:0,0,0,0 07-03:0,0,0,0 07-09:0,0,0,0 07-14:0,0,1,1 07-19:0,0,0,0 07-23:0,0,0,0 07-26:0,0,0,0 08-02:0,0,0,0 08-09:0,0,0,0 08-16:0,0,0,0 08-25:0,0,0,0 08-29:0,0,0,0
Lesotho|06-26:0,0,0,0 06-28:0,0,0,0 06-29:0,0,0,0 06-30:0,0,1,0 07-01:0,0,0,0 07-24:0,0,0,0
Liberia|06-27:0,0,0,0 06-29:0,0,0,0 06-30:0,0,0,0
Libya|05-25:0,0,0,0 06-19:0,0,0,0 06-20:0,0,1,1 06-30:0,0,0,0 07-16:0,0,0,0 07-26:0,0,0,0 07-29:0,0,0,0
Liechtenstein|07-01:0,0,0,0
Lithuania|05-13:0,0,0,0 05-14:0,0,1,1 05-15:1,1,0,0 05-16:1,1,0,0 05-17:0,0,0,0 05-18:0,0,0,0 05-19:1,1,0,0 05-20:2,1,0,0 05-21:0,0,0,0 05-22:1,1,1,0 05-25:0,0,0,0 05-26:0,0,0,0 05-27:0,0,1,1 05-28:1,0,0,0 05-29:0,0,0,0 06-01:0,0,0,0 06-02:0,0,0,0 06-07:0,0,0,0 06-09:0,0,1,1 06-10:0,0,0,0 06-11:0,0,0,0 06-12:0,0,1,1 06-13:0,0,0,0 06-14:0,0,2,0 06-17:0,0,1,1 06-19:1,0,0,0 06-20:0,0,0,0 06-21:0,0,0,0 06-22:0,0,1,0 06-23:0,0,0,0 06-24:0,0,0,0 06-25:2,0,2,2 06-26:0,0,0,0 06-27:0,0,1,0 06-28:0,0,0,0 06-29:0,0,0,0 07-01:1,1,1,0 07-02:1,0,1,0 07-03:1,0,1,1 07-04:0,0,0,0 07-05:1,0,0,0 07-06:0,0,0,0 07-07:0,0,1,1 07-08:0,0,0,0 07-09:2,2,0,0 07-11:0,0,0,0 07-12:0,0,0,0 07-13:1,0,0,0 07-14:1,1,0,0 07-16:0,0,0,0 07-17:0,0,0,0 07-18:0,0,0,0 07-19:1,1,1,1 07-21:0,0,0,0 07-22:0,0,2,0 07-23:0,0,1,0 07-24:0,0,0,0 07-25:0,0,0,0 07-26:0,0,0,0 07-27:0,0,1,0 07-28:0,0,0,0 07-29:0,0,1,1 07-30:0,0,0,0 07-31:0,0,0,0 08-01:0,0,1,0 08-03:0,0,0,0 08-05:0,0,0,0 08-10:0,0,0,0 08-11:0,0,1,1 08-13:0,0,0,0 08-14:0,0,0,0 08-16:1,1,0,0 08-18:0,0,0,0 08-20:0,0,0,0 08-21:0,0,0,0 08-22:1,1,0,0 08-23:1,1,0,0 08-26:0,0,0,0 08-27:1,0,0,0 08-28:0,0,0,0 08-29:0,0,0,0
Luxembourg|05-14:0,0,0,0 05-15:0,0,0,0 05-20:0,0,0,0 06-02:0,0,1,1 06-14:0,0,0,0 06-15:0,0,0,0 06-21:1,0,1,1 06-24:0,0,0,0 07-12:0,0,0,0 07-17:0,0,0,0 07-18:1,0,0,0 07-19:0,0,0,0 07-30:0,0,1,1 08-03:0,0,0,0 08-10:0,0,0,0 08-13:0,0,0,0 08-18:0,0,0,0 08-21:0,0,0,0 08-22:0,0,0,0 08-23:0,0,0,0 08-24:0,0,2,2 08-26:0,0,0,0 08-27:0,0,0,0
Madagascar|05-13:0,0,1,0 05-23:0,0,0,0 06-20:0,0,0,0 06-27:0,0,2,0 06-28:0,0,0,0 07-07:0,0,0,0 07-08:0,0,0,0 07-16:0,0,0,0 07-22:0,0,0,0 07-24:0,0,0,0 08-05:0,0,1,0
Malawi|06-19:0,0,0,0 07-01:0,0,0,0 07-17:0,0,0,0
Malaysia|05-13:0,0,1,0 05-21:0,0,0,0 05-22:0,0,1,0 05-23:0,0,0,0 05-24:0,0,0,0 05-29:0,0,0,0 06-02:0,0,0,0 06-05:0,0,0,0 06-13:0,0,0,0 06-15:0,0,0,0 06-16:0,0,0,0 06-18:0,0,0,0 06-19:0,0,0,0 06-20:0,0,0,0 06-21:0,0,0,0 06-22:0,0,0,0 06-25:0,0,0,0 07-02:0,0,0,0 07-03:0,0,0,0 07-04:0,0,0,0 07-05:0,0,0,0 07-08:0,0,0,0 07-09:0,0,0,0 07-10:0,0,0,0 07-12:0,0,0,0 07-13:0,0,0,0 07-14:0,0,0,0 07-16:0,0,0,0 07-17:0,0,0,0 07-19:0,0,0,0 07-22:0,0,0,0 07-26:0,0,0,0 07-29:0,0,1,0 07-31:0,0,0,0 08-05:0,0,0,0 08-09:0,0,0,0 08-13:0,0,0,0 08-16:0,0,0,0 08-17:0,0,0,0 08-19:0,0,1,1 08-23:0,0,0,0 08-24:0,0,0,0 08-28:0,0,0,0
Maldives|05-16:0,0,0,0 06-11:0,0,1,0 06-25:0,0,0,0 06-26:0,0,1,0 06-27:1,0,0,0 06-28:0,0,2,1 06-29:0,0,0,0 06-30:0,0,0,0 07-08:1,0,1,1 07-10:0,0,1,0 07-19:0,0,0,0 07-23:0,0,0,0 07-25:0,0,0,0 07-29:0,0,0,0 07-30:0,0,0,0 08-08:0,0,0,0
Mali|06-14:0,0,0,0 06-26:0,0,0,0 06-28:0,0,1,0 07-16:0,0,0,0 07-29:0,0,0,0 08-23:0,0,1,0
Malta|05-18:0,0,0,0 05-21:1,0,1,1 06-07:0,0,0,0 06-13:0,0,0,0 06-14:0,0,0,0 06-18:0,0,0,0 06-19:0,0,0,0 06-22:0,0,0,0 06-28:0,0,0,0 06-29:0,0,0,0 07-03:1,1,0,0 07-15:0,0,0,0 07-30:0,0,0,0 08-03:0,0,0,0 08-06:0,0,0,0 08-08:0,0,0,0 08-10:0,0,1,0 08-16:0,0,0,0 08-17:0,0,0,0 08-18:0,0,0,0 08-22:0,0,0,0 08-26:0,0,0,0
Martinique|06-16:0,0,0,0 06-18:0,0,0,0
Mauritania|07-13:0,0,0,0 08-12:0,0,1,1 08-17:0,0,0,0 08-23:0,0,0,0
Mexico|05-13:0,0,0,0 05-14:0,0,1,1 05-15:0,0,0,0 05-16:0,0,1,1 05-18:0,0,0,0 05-19:0,0,0,0 05-20:0,0,0,0 05-21:0,0,0,0 05-22:0,0,2,2 05-23:0,0,3,3 05-24:0,0,0,0 05-25:0,0,0,0 05-27:0,0,0,0 05-28:1,0,0,0 05-29:0,0,0,0 05-31:0,0,0,0 06-02:0,0,0,0 06-03:0,0,2,0 06-04:2,0,10,0 06-05:1,0,18,0 06-06:1,0,20,0 06-07:4,0,22,0 06-08:2,0,17,0 06-09:0,0,0,0 06-10:0,0,0,0 06-11:0,0,0,0 06-13:0,0,1,1 06-14:1,1,0,0 06-15:0,0,0,0 06-16:0,0,0,0 06-17:1,0,2,1 06-18:0,0,1,1 06-19:0,0,1,1 06-20:0,0,0,0 06-21:0,0,1,1 06-22:0,0,0,0 06-23:0,0,0,0 06-24:0,0,0,0 06-25:0,0,0,0 06-26:0,0,0,0 06-27:0,0,0,0 06-28:0,0,1,0 06-29:0,0,0,0 06-30:0,0,0,0 07-01:0,0,1,0 07-02:0,0,0,0 07-03:1,1,0,0 07-05:0,0,0,0 07-06:0,0,0,0 07-07:0,0,1,1 07-08:0,0,0,0 07-09:0,0,0,0 07-10:0,0,0,0 07-11:0,0,0,0 07-12:0,0,0,0 07-13:0,0,0,0 07-14:0,0,0,0 07-15:0,0,0,0 07-16:0,0,0,0 07-17:0,0,0,0 07-18:0,0,0,0 07-19:0,0,1,1 07-20:0,0,0,0 07-21:0,0,0,0 07-22:0,0,0,0 07-23:2,0,2,0 07-24:0,0,0,0 07-25:0,0,0,0 07-26:0,0,0,0 07-27:0,0,0,0 07-28:0,0,0,0 07-29:0,0,0,0 07-30:0,0,0,0 08-01:0,0,0,0 08-02:0,0,0,0 08-03:0,0,0,0 08-04:0,0,0,0 08-05:0,0,1,0 08-06:0,0,0,0 08-08:0,0,1,1 08-09:0,0,0,0 08-10:0,0,4,3 08-11:0,0,10,9 08-12:0,0,2,1 08-13:0,0,0,0 08-14:0,0,0,0 08-15:0,0,0,0 08-17:0,0,0,0 08-18:0,0,1,0 08-19:0,0,0,0 08-20:0,0,0,0 08-21:0,0,0,0 08-22:0,0,0,0 08-23:0,0,0,0 08-25:0,0,0,0 08-28:0,0,0,0
Moldova|05-14:0,0,0,0 05-15:0,0,0,0 05-22:0,0,0,0 05-23:0,0,0,0 05-26:0,0,1,1 06-01:0,0,0,0 06-03:0,0,0,0 06-05:0,0,0,0 06-09:0,0,0,0 06-10:0,0,1,1 06-18:0,0,0,0 06-19:0,0,0,0 06-23:0,0,0,0 07-02:0,0,0,0 07-05:0,0,0,0 07-06:0,0,0,0 07-16:0,0,0,0 07-17:0,0,0,0 07-18:0,0,0,0 07-21:0,0,0,0 08-09:0,0,1,1 08-18:0,0,0,0 08-20:0,0,0,0 08-22:0,0,0,0
Mongolia|05-14:0,0,0,0 07-03:0,0,0,0 07-24:0,0,0,0 08-17:0,0,0,0
Montenegro|05-30:0,0,0,0 06-03:0,0,1,0 06-04:0,0,0,0 07-20:0,0,0,0 07-25:0,0,0,0 07-30:0,0,0,0
Morocco|05-14:0,0,0,0 05-15:0,0,0,0 05-21:0,0,0,0 05-23:0,0,0,0 05-25:0,0,0,0 05-28:0,0,0,0 05-30:0,0,0,0 05-31:0,0,0,0 06-01:0,0,0,0 06-03:0,0,0,0 06-06:0,0,1,1 06-08:0,0,0,0 06-10:0,0,0,0 06-14:0,0,0,0 06-15:0,0,0,0 06-19:0,0,0,0 06-20:0,0,0,0 06-22:0,0,0,0 06-23:0,0,0,0 06-25:0,0,1,1 06-26:0,0,1,0 06-27:0,0,1,1 06-30:0,0,0,0 07-01:0,0,0,0 07-02:0,0,0,0 07-04:0,0,0,0 07-06:0,0,0,0 07-08:0,0,0,0 07-09:0,0,2,2 07-10:0,0,1,1 07-11:1,0,0,0 07-12:0,0,0,0 07-13:0,0,0,0 07-14:0,0,0,0 07-15:0,0,0,0 07-17:0,0,0,0 07-18:0,0,2,2 07-19:0,0,1,1 07-24:0,0,0,0 07-27:0,0,0,0 07-29:0,0,0,0 07-30:0,0,0,0 08-01:0,0,0,0 08-03:0,0,1,1 08-04:0,0,0,0 08-05:0,0,1,1 08-06:0,0,0,0 08-07:0,0,5,5 08-08:0,0,0,0 08-09:0,0,0,0 08-10:0,0,1,1 08-11:0,0,1,1 08-12:0,0,0,0 08-13:0,0,5,5 08-14:0,0,0,0 08-16:0,0,0,0 08-17:0,0,0,0 08-18:0,0,0,0 08-22:0,0,0,0 08-24:0,0,0,0 08-26:1,0,0,0 08-27:0,0,0,0 08-28:0,0,0,0
Mozambique|05-23:0,0,0,0 05-25:0,0,0,0 05-29:0,0,0,0 06-05:0,0,1,0 06-19:0,0,0,0 06-28:0,0,0,0 07-04:0,0,0,0 08-19:0,0,0,0
Myanmar|07-29:1,0,0,0 08-10:0,0,0,0
Namibia|06-08:0,0,0,0 06-25:0,0,0,0 06-26:0,0,1,0 06-27:0,0,0,0 06-28:0,0,0,0 07-01:0,0,0,0 07-18:0,0,0,0
Nepal|05-19:0,0,0,0 05-26:0,0,0,0 06-01:0,0,0,0 06-15:0,0,1,0 06-19:0,0,0,0 06-24:0,0,0,0 06-25:0,0,0,0 06-26:0,0,0,0 06-28:0,0,0,0 07-10:0,0,0,0 07-12:0,0,0,0 07-16:0,0,0,0 08-06:0,0,0,0 08-13:0,0,1,1 08-21:0,0,0,0 08-27:0,0,1,0
New Zealand|05-13:0,0,0,0 05-14:0,0,0,0 05-17:0,0,0,0 05-18:0,0,0,0 05-19:0,0,0,0 05-20:0,0,0,0 05-22:0,0,0,0 05-23:0,0,1,1 05-24:0,0,0,0 05-25:0,0,0,0 05-26:0,0,1,1 05-27:0,0,1,0 05-28:0,0,0,0 05-29:0,0,1,0 05-30:0,0,0,0 05-31:0,0,0,0 06-01:0,0,0,0 06-02:1,1,0,0 06-03:0,0,0,0 06-05:0,0,0,0 06-06:0,0,0,0 06-07:0,0,0,0 06-08:0,0,0,0 06-09:0,0,0,0 06-10:0,0,1,1 06-11:0,0,0,0 06-12:0,0,0,0 06-13:0,0,0,0 06-14:0,0,0,0 06-15:0,0,0,0 06-17:0,0,0,0 06-18:0,0,0,0 06-19:0,0,0,0 06-20:0,0,0,0 06-21:0,0,0,0 06-22:0,0,0,0 06-23:0,0,0,0 06-24:0,0,0,0 06-25:0,0,1,1 06-27:0,0,1,1 06-28:0,0,0,0 06-29:0,0,0,0 06-30:0,0,0,0 07-01:1,0,0,0 07-02:0,0,0,0 07-03:0,0,0,0 07-04:0,0,0,0 07-05:0,0,0,0 07-06:0,0,0,0 07-07:0,0,0,0 07-08:0,0,0,0 07-09:0,0,0,0 07-10:0,0,0,0 07-11:1,0,1,1 07-12:0,0,0,0 07-13:0,0,0,0 07-14:0,0,0,0 07-15:0,0,2,2 07-16:0,0,0,0 07-17:0,0,0,0 07-18:1,1,0,0 07-19:0,0,0,0 07-20:0,0,0,0 07-22:0,0,2,2 07-23:0,0,1,0 07-24:1,1,0,0 07-25:0,0,2,2 07-26:0,0,2,2 07-27:0,0,0,0 07-28:0,0,2,2 07-29:0,0,1,1 07-30:0,0,0,0 08-01:0,0,0,0 08-03:0,0,0,0 08-05:0,0,0,0 08-06:0,0,1,1 08-07:0,0,0,0 08-08:0,0,0,0 08-09:0,0,0,0 08-10:0,0,0,0 08-11:0,0,7,0 08-12:0,0,1,0 08-13:0,0,1,1 08-14:0,0,0,0 08-15:0,0,0,0 08-16:0,0,1,1 08-17:0,0,1,0 08-18:1,0,0,0 08-20:0,0,0,0 08-22:0,0,0,0 08-23:0,0,0,0 08-25:0,0,0,0 08-26:0,0,0,0 08-27:1,0,0,0 08-29:0,0,0,0
Niger|06-28:0,0,0,0
Nigeria|05-14:0,0,0,0 05-16:0,0,2,1 05-17:0,0,0,0 05-18:0,0,0,0 05-19:0,0,0,0 05-21:0,0,0,0 05-22:0,0,0,0 05-23:0,0,0,0 05-25:0,0,0,0 05-27:0,0,0,0 05-28:0,0,0,0 05-29:0,0,0,0 06-01:0,0,0,0 06-02:0,0,1,1 06-03:0,0,0,0 06-04:0,0,0,0 06-05:0,0,0,0 06-06:0,0,0,0 06-07:0,0,0,0 06-08:0,0,0,0 06-09:0,0,0,0 06-10:0,0,2,1 06-11:0,0,0,0 06-13:0,0,0,0 06-14:0,0,0,0 06-15:0,0,1,0 06-17:0,0,0,0 06-18:0,0,0,0 06-19:0,0,0,0 06-20:0,0,0,0 06-21:0,0,1,1 06-22:0,0,0,0 06-23:0,0,0,0 06-24:0,0,0,0 06-25:0,0,0,0 06-26:0,0,0,0 06-27:0,0,0,0 06-28:0,0,0,0 06-29:0,0,0,0 06-30:0,0,0,0 07-01:0,0,0,0 07-02:0,0,0,0 07-03:0,0,0,0 07-04:0,0,0,0 07-07:0,0,0,0 07-08:0,0,0,0 07-09:0,0,0,0 07-10:0,0,0,0 07-11:0,0,0,0 07-12:0,0,0,0 07-13:0,0,0,0 07-14:0,0,0,0 07-15:0,0,0,0 07-16:0,0,1,1 07-17:0,0,2,1 07-18:0,0,1,1 07-19:0,0,5,5 07-20:0,0,10,2 07-21:0,0,1,1 07-22:0,0,0,0 07-23:0,0,0,0 07-24:0,0,2,0 07-25:0,0,0,0 07-26:0,0,0,0 07-27:0,0,0,0 07-29:0,0,0,0 07-31:0,0,1,0 08-01:0,0,0,0 08-02:0,0,0,0 08-03:0,0,0,0 08-04:0,0,0,0 08-05:0,0,0,0 08-06:0,0,0,0 08-07:0,0,0,0 08-08:0,0,0,0 08-09:0,0,0,0 08-12:0,0,1,1 08-13:0,0,1,1 08-14:0,0,0,0 08-15:0,0,0,0 08-16:0,0,0,0 08-17:0,0,0,0 08-18:0,0,0,0 08-19:0,0,0,0 08-20:0,0,0,0 08-21:0,0,0,0 08-23:0,0,0,0 08-24:0,0,0,0 08-26:0,0,2,2 08-27:0,0,0,0 08-28:0,0,0,0 08-29:0,0,0,0
North Macedonia|06-26:0,0,0,0 07-03:0,0,0,0 07-09:0,0,0,0 07-25:0,0,0,0
