btag|paths|landing|packed
106549394_501765|2|00000022:/es/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000023:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|07-10~10,9,9,8,7 08-06~1,1,1,1,1 08-13~1,1,0,0,0 07-13~1,1,0,0,0 08-12~2,2,1,1,1 07-18~5,4,1,0,0 07-09~2,2,2,1,1 07-15~1,1,0,0,0 08-05~5,5,5,2,0 07-16~1,1,0,0,0 07-12~1,1,0,0,0 07-21~1,0,0,0,0 07-11~6,4,3,1,0 07-14~3,2,1,1,0 08-07~11,8,7,5,5 08-11~3,2,1,0,0 07-20~1,0,0,0,0 08-04~1,1,0,0,0 07-17~1,1,1,1,1 08-08~9,7,6,3,3 all~45,40,35,29,26
106552167_501937|2|00000001:/de/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000015:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|07-12~2,0,0,0,0 07-11~4,4,3,3,2 07-14~2,2,1,0,0 08-03~1,1,0,0,0 07-21~1,1,0,0,0 07-13~6,3,3,3,3 07-10~7,6,6,3,1 all~16,16,13,11,9
106553886_502210|3|00000001:/fr/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000003:/de/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000031:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|07-14~14,10,7,4,4 07-13~16,14,9,6,0 07-16~2,1,0,0,0 07-18~15,13,10,4,0 07-15~1,1,0,0,0 08-02~1,1,0,0,0 07-17~4,3,2,1,1 all~35,32,23,16,7
106561307_501794|7|00000001:/it/casino-promocode 00000001:/no/casino-promocode 00000002:/ja/casino-promocode 00000005:/pt/casino-promocode 00000010:/es/casino-promocode 00000019:/de/casino-promocode 00000043:/casino-promocode|07-25~2,2,1,1,0 07-28~3,3,1,0,0 07-18~16,14,6,3,0 08-02~1,1,0,0,0 07-21~3,2,0,0,0 07-23~1,1,0,0,0 07-16~5,5,4,1,0 08-26~2,2,2,0,0 07-15~5,5,4,4,0 08-09~2,2,1,0,0 08-21~2,2,0,0,0 07-17~9,9,5,1,0 08-11~2,2,1,0,0 08-05~1,1,1,1,0 08-03~2,2,2,1,0 08-08~1,1,0,0,0 08-18~3,2,2,2,0 08-01~3,3,3,1,0 08-06~1,1,0,0,0 07-29~5,5,4,0,0 08-17~1,1,1,0,0 07-20~6,6,5,1,0 07-19~3,3,1,0,0 07-24~2,1,1,0,0 07-30~1,1,1,0,0 08-23~1,1,0,0,0 07-26~3,3,2,0,0 08-13~2,2,1,0,0 08-24~1,1,1,1,1 08-10~2,2,1,1,0 08-04~1,1,0,0,0 07-09~1,1,1,0,0 all~81,80,53,23,2
106561336_501828|1|00000011:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|07-20~1,1,0,0,0 07-15~1,1,0,0,0 07-30~1,1,1,1,1 07-27~1,1,1,0,0 08-15~2,2,1,1,1 08-05~1,1,1,1,1 08-01~1,1,1,0,0 08-04~1,1,1,1,1 08-03~2,2,2,2,2 07-31~1,1,1,1,0 all~11,11,10,10,8
106561338_501832|2|00000002:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000021:/de/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|07-23~1,0,0,0,0 08-18~2,1,0,0,0 07-29~1,1,1,1,0 08-16~2,2,1,1,1 08-20~1,0,0,0,0 07-22~5,4,0,0,0 07-20~2,2,0,0,0 08-10~1,1,1,0,0 08-19~1,1,0,0,0 07-18~2,2,2,1,1 07-24~1,1,1,1,1 07-28~1,1,0,0,0 08-17~2,1,1,1,1 08-12~3,2,0,0,0 07-27~2,2,1,1,0 08-08~1,1,1,1,1 07-31~1,1,0,0,0 08-11~5,4,2,2,2 all~23,22,11,11,9
106562375_502013|1|00000009:/es/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|07-22~1,1,0,0,0 07-15~6,4,4,3,2 08-06~2,1,0,0,0 07-18~3,2,1,0,0 07-17~1,0,0,0,0 all~9,8,7,6,4
106562686_501833|4|00000001:/de/casino-promocode 00000001:/no/casino-promocode 00000003:/casino-promocode 00000003:/fr/casino-promocode|07-11~4,4,3,0,0 07-12~3,3,1,0,0 07-10~1,1,1,0,0 07-13~2,2,1,0,0 all~8,8,6,0,0
106631458_502249|4|00000001:/de/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000001:/tr/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000004:/fr/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000093:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|07-17~8,4,3,2,1 07-26~1,0,0,0,0 07-27~25,22,8,1,0 08-09~1,1,0,0,0 07-31~1,0,0,0,0 07-28~22,15,10,9,4 08-02~1,0,0,0,0 07-20~1,0,0,0,0 07-18~1,0,0,0,0 07-16~13,11,11,4,2 07-19~1,0,0,0,0 07-14~39,38,25,15,7 07-22~19,17,10,5,3 07-13~2,2,1,0,0 07-23~2,0,0,0,0 07-25~5,2,1,0,0 08-05~1,1,0,0,0 07-15~7,6,1,1,0 07-29~2,2,1,1,1 07-24~1,0,0,0,0 all~99,97,67,46,24
106650788_502556|2|00000004:/de/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000008:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|07-15~7,7,6,3,2 07-16~4,3,3,0,0 08-24~2,2,1,1,1 07-18~1,0,0,0,0 07-17~1,0,0,0,0 all~12,12,10,4,4
106650916_502564|3|00000001:/de/casino-promocode 00000002:/no/casino-promocode 00000055:/casino-promocode|07-23~1,1,0,0,0 08-20~4,4,1,1,0 08-15~2,2,0,0,0 07-30~1,0,0,0,0 07-24~1,1,0,0,0 07-21~3,2,2,0,0 08-04~2,1,0,0,0 08-07~2,1,0,0,0 08-22~1,1,1,0,0 08-10~2,1,0,0,0 07-22~3,1,1,1,1 08-11~5,5,2,0,0 08-01~3,1,1,1,1 08-26~2,2,0,0,0 08-03~5,4,3,2,0 08-13~6,4,2,2,0 07-18~3,3,3,2,2 07-27~7,7,5,2,2 08-19~1,1,1,1,0 08-14~3,2,0,0,0 08-28~2,0,0,0,0 08-21~1,1,0,0,0 07-17~7,7,6,1,0 08-25~10,10,7,5,2 08-02~4,3,2,2,1 07-29~1,1,1,1,1 07-31~4,4,2,0,0 08-09~1,1,0,0,0 08-27~4,4,2,0,0 08-17~1,1,1,1,0 07-19~1,1,0,0,0 07-25~4,4,2,1,0 07-28~1,1,0,0,0 08-16~4,3,1,1,1 08-29~1,0,0,0,0 07-26~1,0,0,0,0 all~58,57,46,33,22
106651867_502562|2|00000001:/casino-promocode 00000037:/pt/casino-promocode|07-31~1,1,0,0,0 08-07~2,2,0,0,0 07-19~1,1,0,0,0 07-16~1,0,0,0,0 07-18~28,22,16,16,15 07-17~11,10,7,6,2 07-20~1,1,0,0,0 all~38,32,24,24,21
106665501_507015|1|00000033:/casino-promocode|08-26~10,8,8,5,1 08-28~4,4,2,1,0 08-24~4,4,1,1,0 08-27~3,2,2,1,0 08-29~8,8,4,3,1 08-25~4,4,4,3,0 all~33,30,21,14,2
106672995_502892|1|00000005:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|07-25~1,0,0,0,0 all~5,5,4,1,0 07-31~1,0,0,0,0 07-18~2,1,1,1,0 07-20~2,1,0,0,0 07-17~3,3,2,0,0
106685348_502890|1|00000056:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|07-29~12,1,0,0,0 07-23~21,1,0,0,0 07-21~26,20,18,14,14 07-18~20,18,17,9,9 07-17~9,9,9,7,7 07-20~15,7,7,4,3 all~56,55,51,46,46
106686283_502847|2|00000021:/casino-promocode 00000036:/de/casino-promocode|07-21~3,3,1,0,0 07-28~1,1,0,0,0 07-18~47,42,28,10,9 07-19~5,5,5,0,0 07-20~2,2,1,1,0 all~57,52,36,12,9
106752094_503292|4|00000001:/es/casino-promocode 00000001:/it/casino-promocode 00000002:/casino-promocode 00000005:/de/casino-promocode|08-24~1,0,0,0,0 08-20~2,2,2,2,2 07-22~3,3,2,1,1 08-23~1,0,0,0,0 07-21~5,4,4,2,2 07-25~1,1,1,1,1 all~9,9,9,6,6
106765045_504269|2|00000027:/crypto-casino 00000068:/de/crypto-casino|08-07~29,25,21,8,1 08-10~4,0,0,0,0 08-05~6,4,4,2,0 08-04~6,5,3,0,0 07-30~1,1,0,0,0 08-25~2,0,0,0,0 08-02~10,8,7,3,1 08-06~11,7,6,4,0 08-15~1,0,0,0,0 08-26~1,0,0,0,0 08-17~1,0,0,0,0 08-03~11,7,5,3,0 08-12~1,0,0,0,0 08-13~1,0,0,0,0 08-16~1,0,0,0,0 08-11~5,0,0,0,0 08-01~14,8,7,4,1 07-31~3,3,2,2,1 08-08~20,14,10,4,0 08-18~1,0,0,0,0 08-09~4,0,0,0,0 all~95,80,65,32,5
106765045_504271|2|00000017:/crypto-casino 00000060:/de/crypto-casino|08-04~5,1,0,0,0 08-02~4,0,0,0,0 08-10~5,0,0,0,0 08-13~2,0,0,0,0 08-07~1,0,0,0,0 07-31~23,9,2,2,0 all~77,41,17,12,0 08-08~2,0,0,0,0 07-29~1,1,0,0,0 08-05~3,0,0,0,0 08-03~4,1,0,0,0 08-01~10,3,2,2,0 08-06~1,0,0,0,0 08-12~2,1,0,0,0 08-15~2,0,0,0,0 08-14~1,0,0,0,0 07-30~55,25,13,8,0 08-09~3,0,0,0,0 08-11~4,0,0,0,0
106765045_504296|2|00000037:/de/casino-promocode 00000081:/casino-promocode|08-25~2,1,0,0,0 08-09~11,8,1,0,0 08-27~2,1,0,0,0 08-26~2,1,0,0,0 08-08~5,1,0,0,0 08-13~2,0,0,0,0 08-07~19,18,9,6,0 08-02~16,10,3,2,0 08-20~3,1,0,0,0 07-31~11,11,4,4,0 08-10~6,4,1,0,0 08-24~2,1,0,0,0 08-01~66,64,34,23,1 08-28~4,3,0,0,0 08-16~4,1,0,0,0 08-29~2,1,0,0,0 08-04~4,2,0,0,0 08-18~2,1,0,0,0 08-21~1,0,0,0,0 08-11~3,2,0,0,0 08-03~5,3,3,1,0 08-14~1,0,0,0,0 08-23~2,1,0,0,0 08-17~1,0,0,0,0 08-12~2,1,0,0,0 08-06~6,4,1,1,0 08-19~2,1,0,0,0 08-22~2,1,0,0,0 08-15~4,1,0,0,0 08-05~4,1,0,0,0 all~118,114,55,39,3
106766412_503427|4|00000001:/de/casino-promocode 00000001:/fr/casino-promocode 00000003:/no/casino-promocode 00000035:/casino-promocode|08-04~11,10,5,4,2 08-28~2,2,1,0,0 07-22~9,8,3,1,0 08-03~7,7,6,5,1 08-06~9,6,3,2,1 08-14~1,1,0,0,0 07-23~2,2,0,0,0 07-21~2,2,2,1,0 08-05~1,1,0,0,0 07-24~1,1,1,0,0 08-09~1,1,1,0,0 08-07~4,3,2,1,0 07-28~1,1,0,0,0 08-27~1,1,0,0,0 08-08~2,2,1,1,0 07-30~3,3,1,0,0 07-31~1,1,0,0,0 all~40,36,24,16,4
106798136_503814|2|00000001:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000014:/pt/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|07-26~5,5,5,5,5 07-25~8,8,7,7,5 07-24~2,1,1,0,0 all~15,15,14,13,10
106798527_505269|1|00000033:/sport-promocode|08-13~2,2,0,0,0 all~33,32,11,6,5 08-20~2,1,1,1,0 08-27~3,3,2,1,1 08-09~6,6,0,0,0 08-08~3,3,1,1,1 08-18~1,1,0,0,0 08-19~1,1,0,0,0 08-14~5,5,3,1,0 08-23~3,3,1,1,1 08-11~2,2,0,0,0 08-07~3,3,1,1,1 08-15~1,1,1,0,0 08-10~1,1,0,0,0 08-21~1,1,1,0,0 08-25~1,1,0,0,0
106814578_504240|1|00000023:/casino-promocode|08-13~1,1,0,0,0 08-08~3,0,0,0,0 08-14~1,0,0,0,0 08-11~3,0,0,0,0 08-03~3,2,2,2,1 08-12~1,1,1,0,0 08-05~7,4,2,2,1 07-29~3,3,3,1,0 08-10~4,1,0,0,0 08-07~13,11,8,2,0 08-09~2,1,1,1,1 08-04~2,1,1,1,1 08-19~1,1,0,0,0 08-15~1,0,0,0,0 08-18~1,1,0,0,0 08-06~1,0,0,0,0 all~23,22,16,10,7
106814999_503816|4|00000001:/fr/crypto-casino 00000004:/de/crypto-casino 00000005:/pt/crypto-casino 00000010:/crypto-casino|08-19~1,1,0,0,0 08-28~1,0,0,0,0 08-14~1,1,0,0,0 08-20~1,1,0,0,0 07-29~8,2,1,1,0 07-24~3,1,1,0,0 08-18~3,2,0,0,0 07-31~1,1,0,0,0 08-15~1,1,0,0,0 08-26~2,2,0,0,0 08-29~1,1,1,1,0 08-11~2,2,1,0,0 08-25~1,0,0,0,0 07-30~2,1,0,0,0 08-05~2,2,0,0,0 08-16~1,1,0,0,0 all~20,14,4,2,0
106814999_505023|5|00000001:/fr/crypto-sportsbook 00000001:/it/crypto-sportsbook 00000005:/de/crypto-sportsbook 00000028:/no/crypto-sportsbook 00000913:/crypto-sportsbook|08-18~35,0,0,0,0 08-10~39,2,0,0,0 08-23~1,0,0,0,0 08-14~51,2,0,0,0 08-17~89,4,1,0,0 08-09~32,0,0,0,0 08-15~126,6,2,1,0 08-07~24,0,0,0,0 08-12~127,5,1,0,0 08-05~110,0,0,0,0 08-16~115,14,2,2,0 08-22~1,0,0,0,0 08-26~1,0,0,0,0 08-11~282,9,2,1,0 08-08~35,1,1,0,0 08-24~2,0,0,0,0 08-13~133,9,0,0,0 08-06~18,0,0,0,0 all~948,50,9,4,0
106880023_504161|3|00000001:/es/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000001:/fr/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000014:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|08-06~1,1,0,0,0 07-29~4,3,2,1,0 08-05~10,8,6,4,3 08-19~1,1,1,1,1 08-04~1,1,1,0,0 07-31~1,1,1,1,0 all~16,15,12,8,6
106881426_504162|4|00000005:/de/casino-promocode 00000010:/no/casino-promocode 00000016:/casino-promocode 00000048:/pt/casino-promocode|08-13~15,11,5,4,3 08-08~2,2,2,2,2 08-11~10,7,6,4,0 all~79,78,62,50,24 08-03~1,1,1,0,0 08-12~12,9,5,4,0 08-05~1,1,1,1,0 08-24~2,2,1,0,0 07-30~1,1,1,1,0 08-25~2,1,0,0,0 08-28~1,0,0,0,0 07-29~3,3,3,3,1 08-26~4,3,2,0,0 08-23~4,2,2,2,1 08-22~2,2,1,0,0 08-10~8,7,6,3,1 08-27~8,7,6,3,0 08-20~5,4,1,1,0 08-07~8,8,7,4,3 08-09~1,1,0,0,0 08-04~1,1,1,0,0 08-19~1,1,1,1,0 08-29~1,0,0,0,0 08-15~10,7,6,4,1 08-18~8,8,5,4,4 08-16~4,2,1,1,0
106894663_504241|2|00000006:/casino-promocode 00000086:/de/casino-promocode|08-15~11,11,2,1,0 08-14~15,15,10,4,0 08-12~19,17,7,3,0 08-13~12,12,5,1,0 08-22~1,1,0,0,0 08-27~1,1,0,0,0 08-11~19,19,9,5,0 08-18~2,1,0,0,0 08-28~1,1,0,0,0 08-23~1,1,0,0,0 08-16~12,12,6,2,0 08-17~7,5,2,2,0 07-29~2,2,2,0,0 08-19~1,1,0,0,0 all~92,90,43,18,0
106897956_505262|2|00000007:/es/casino-promocode 00000019:/casino-promocode|08-08~21,21,18,18,18 08-09~4,4,0,0,0 08-10~3,3,2,2,2 all~26,26,21,20,20 08-07~1,1,1,0,0
106912749_504353|2|00000001:/de/casino-promocode 00000009:/casino-promocode|08-01~2,2,1,1,1 08-03~1,1,0,0,0 07-31~2,2,1,1,1 08-07~1,1,0,0,0 08-14~1,0,0,0,0 all~10,9,4,3,2 08-13~1,1,1,0,0 07-30~2,2,1,1,0
106916629_504413|2|00000002:/de/casino-promocode 00000109:/casino-promocode|08-05~110,110,3,2,2 07-30~1,1,1,0,0 all~111,111,4,2,2
107001578_504987|5|00000001:/pt/casino-promocode 00000002:/es/casino-promocode 00000003:/de/casino-promocode 00000005:/no/casino-promocode 00000034:/casino-promocode|08-22~1,0,0,0,0 08-12~3,3,3,2,2 08-19~2,1,1,1,0 08-05~8,7,6,6,4 08-13~2,2,2,2,2 08-10~4,3,2,1,1 08-11~5,5,2,2,1 08-07~5,2,2,1,1 08-06~8,6,2,1,1 08-16~2,1,0,0,0 08-17~6,6,4,1,0 08-20~1,1,0,0,0 08-21~1,0,0,0,0 08-08~6,6,4,3,3 08-18~2,2,2,1,0 08-23~1,1,0,0,0 08-24~1,1,1,0,0 all~45,41,29,22,16
107031670_505175|1|00000003:/casino-promocode|08-10~1,1,1,0,0 08-06~2,2,1,0,0 all~3,3,3,1,0
107031733_505199|1|00000029:/casino-promocode|08-13~1,0,0,0,0 08-16~1,1,1,1,1 08-15~11,10,2,2,1 08-12~9,7,4,4,0 08-14~1,1,0,0,0 08-07~1,1,1,1,0 08-11~16,16,15,13,0 08-17~1,1,1,1,0 all~29,29,24,24,18
107032737_505202|6|00000001:/de/casino-promocode 00000001:/tr/casino-promocode 00000002:/es/casino-promocode 00000003:/no/casino-promocode 00000003:/pt/casino-promocode 00000035:/casino-promocode|08-09~1,0,0,0,0 08-10~2,1,0,0,0 08-06~16,16,11,8,1 08-07~16,12,9,5,1 08-19~1,0,0,0,0 08-20~1,1,1,0,0 08-08~15,12,11,6,1 08-14~1,1,1,1,0 08-13~1,0,0,0,0 all~45,41,32,21,6
107033248_505275|2|00000015:/es/casino-promocode 00000023:/casino-promocode|08-11~26,25,22,22,20 08-12~1,0,0,0,0 08-10~13,12,11,11,9 all~38,37,33,33,30
107046575_505277|3|00000001:/de/casino-promocode 00000004:/es/casino-promocode 00000060:/casino-promocode|08-07~22,21,14,7,5 08-13~21,20,18,17,17 08-08~2,1,0,0,0 08-22~3,1,0,0,0 08-15~1,0,0,0,0 08-18~1,1,0,0,0 08-09~1,0,0,0,0 08-25~1,0,0,0,0 08-12~4,1,0,0,0 08-20~2,0,0,0,0 08-17~19,15,11,0,0 08-10~10,8,4,1,1 08-11~10,6,3,2,2 08-27~7,5,0,0,0 08-19~3,1,0,0,0 08-14~4,3,1,1,0 08-24~1,0,0,0,0 all~65,61,45,29,25
107046658_505299|1|00000004:/casino-promocode|08-07~1,1,1,0,0 08-13~3,3,3,3,3 all~4,4,4,3,3
107048985_505324|2|00000003:/es/casino-promocode 00000014:/casino-promocode|08-11~5,4,3,1,1 08-09~1,0,0,0,0 08-10~2,1,1,1,0 08-07~3,3,2,0,0 08-13~6,3,2,0,0 08-08~12,10,9,5,2 08-12~1,0,0,0,0 08-14~1,0,0,0,0 all~17,12,9,9,3
107049798_505482|2|00000009:/es/casino-promocode 00000027:/casino-promocode|08-14~2,1,0,0,0 08-25~1,0,0,0,0 08-24~1,0,0,0,0 08-12~2,2,0,0,0 08-17~3,1,1,1,0 08-18~1,0,0,0,0 08-13~1,0,0,0,0 08-10~19,18,14,11,6 08-20~2,1,0,0,0 08-26~1,0,0,0,0 08-11~17,15,15,15,15 all~36,35,30,28,22
107089546_505564|1|00000011:/casino-promocode|08-17~2,2,1,0,0 08-11~1,0,0,0,0 08-12~1,1,0,0,0 08-16~1,1,0,0,0 08-24~1,1,1,0,0 08-13~1,1,0,0,0 08-14~3,3,0,0,0 08-15~2,2,1,1,0 all~11,11,3,1,0
107089546_505569|1|00000010:/casino-promocode|08-17~1,1,0,0,0 08-28~1,1,0,0,0 08-12~1,1,0,0,0 08-16~3,3,2,0,0 08-22~1,1,1,0,0 08-24~1,1,1,1,1 08-15~2,2,1,0,0 08-13~1,1,1,1,0 all~10,10,6,3,1
107092112_505592|4|00000001:/es/casino-promocode 00000006:/no/casino-promocode 00000014:/casino-promocode 00000014:/de/casino-promocode|08-13~12,10,9,9,7 08-22~1,1,0,0,0 08-15~4,2,2,2,2 08-19~3,3,1,0,0 08-12~10,10,8,7,7 08-14~1,0,0,0,0 08-11~3,3,2,2,1 08-24~4,4,2,2,2 08-23~3,2,2,2,1 08-26~1,1,0,0,0 08-18~2,1,1,0,0 all~35,34,27,25,22
107107614_505828|4|00000001:/it/casino-promocode 00000001:/no/casino-promocode 00000011:/de/casino-promocode 00000024:/casino-promocode|08-20~2,1,1,0,0 08-29~3,3,1,1,0 08-15~2,1,1,1,0 08-22~2,1,1,0,0 08-21~2,1,1,1,0 08-26~1,1,0,0,0 08-18~1,1,1,0,0 08-12~4,4,2,1,0 08-27~1,1,0,0,0 all~37,37,26,12,1 08-14~3,3,3,1,0 08-19~9,9,5,3,0 08-24~1,1,1,1,0 08-13~16,13,9,0,0 08-17~1,1,0,0,0 08-25~1,0,0,0,0
1071078_492126|6|00000001:/de/special-bonus/up-to-200 00000001:/hi/special-bonus/up-to-200 00000001:/ja/special-bonus/up-to-200 00000002:/es/special-bonus/up-to-200 00000006:/pt/special-bonus/up-to-200 00000032:/special-bonus/up-to-200|07-23~1,1,1,1,0 05-17~3,3,0,0,0 06-02~1,1,0,0,0 06-03~2,2,1,1,0 08-19~1,1,0,0,0 06-05~1,1,0,0,0 06-24~1,1,0,0,0 05-04~1,1,0,0,0 06-04~1,1,0,0,0 05-02~2,2,0,0,0 07-10~1,1,0,0,0 05-03~1,0,0,0,0 08-23~1,1,0,0,0 05-16~2,2,1,0,0 05-27~2,2,0,0,0 07-15~1,1,1,1,0 07-21~1,1,0,0,0 05-07~2,2,0,0,0 05-09~1,1,0,0,0 05-21~1,1,0,0,0 05-13~3,2,0,0,0 05-23~2,2,0,0,0 05-24~3,3,2,1,0 08-24~1,1,0,0,0 05-29~1,1,1,1,0 06-07~1,1,0,0,0 06-01~1,1,0,0,0 05-15~2,2,0,0,0 05-31~1,1,1,1,0 05-05~1,1,0,0,0 05-22~1,1,0,0,0 05-26~1,1,0,0,0 all~43,41,8,7,1
107118226_505812|5|00000001:/no/casino-promocode 00000002:/de/casino-promocode 00000003:/pt/casino-promocode 00000011:/es/casino-promocode 00000051:/casino-promocode|08-21~16,16,15,5,5 08-19~14,12,11,11,11 08-15~14,13,11,10,9 08-23~6,6,5,5,5 08-16~1,1,0,0,0 08-17~2,1,0,0,0 08-18~7,5,5,5,5 08-20~17,17,13,4,4 all~68,67,60,40,39
107131104_506299|2|00000001:/es/casino-promocode 00000007:/casino-promocode|08-21~3,3,3,2,1 08-17~1,1,1,0,0 08-22~4,4,3,3,3 all~8,8,8,5,4
107147238_506301|2|00000002:/casino-promocode 00000002:/no/casino-promocode|all~4,4,3,3,2 08-25~3,2,1,1,1 08-19~2,1,1,1,0 08-26~1,0,0,0,0
107226450_506730|3|00000001:/it/casino-promocode 00000003:/de/casino-promocode 00000050:/casino-promocode|08-28~1,0,0,0,0 08-23~1,1,0,0,0 08-27~12,9,8,2,2 08-25~15,14,10,1,1 08-21~38,38,28,7,4 all~54,53,41,16,13
1079226_352565|3|00000001:/fr/250-bonus-bitcoinP-fj 00000002:/pt/250-bonus-bitcoinP-fj 00000011:/250-bonus-bitcoinP-fj|07-04~1,1,0,0,0 06-03~1,1,1,0,0 05-07~1,0,0,0,0 06-05~1,0,0,0,0 07-05~1,0,0,0,0 07-11~1,0,0,0,0 05-19~2,0,0,0,0 05-20~1,0,0,0,0 06-20~1,0,0,0,0 05-25~1,1,0,0,0 06-02~1,0,0,0,0 05-12~1,0,0,0,0 07-13~1,0,0,0,0 07-10~1,1,1,0,0 all~14,5,3,1,1
1101901_492309|2|00000001:/de 00000009:/|06-02~1,1,0,0,0 06-26~1,1,0,0,0 08-23~1,1,0,0,0 all~10,10,4,3,0 08-07~1,1,0,0,0 07-17~1,1,0,0,0 08-24~2,2,1,0,0 08-04~1,1,0,0,0 08-25~1,1,0,0,0 08-22~1,1,0,0,0 06-20~1,1,1,1,0 05-12~1,1,0,0,0 05-05~1,1,0,0,0 07-26~1,0,0,0,0 06-16~1,1,0,0,0 05-13~1,1,0,0,0
1101901_507025|1|00000005:/casino-promocode|08-24~2,2,1,0,0 all~5,5,3,0,0 08-26~1,1,1,0,0 08-29~1,1,1,0,0 08-25~1,1,0,0,0
123|5|00000001:/es/special-bonus/up-to-200 00000001:/pt/crypto-casino 00000002:/Special-150-Deposit-Bonus 00000003:/special-bonus/up-to-200 00000005:/de/crypto-casino|05-15~6,4,1,0,0 05-27~4,3,3,1,0 05-22~2,2,0,0,0 all~12,10,6,2,0
2015583_113361|1|00000097:/crypto-sportsbook|05-24~3,1,1,0,0 08-23~1,0,0,0,0 05-07~4,1,0,0,0 06-23~3,2,2,0,0 06-14~2,1,1,1,0 06-26~1,0,0,0,0 06-17~1,0,0,0,0 08-26~2,0,0,0,0 05-04~3,1,0,0,0 05-27~3,1,1,0,0 05-18~2,1,1,0,0 05-28~1,0,0,0,0 05-08~5,3,0,0,0 06-10~1,0,0,0,0 06-06~3,2,2,1,0 06-24~2,1,1,0,0 05-25~1,0,0,0,0 06-01~2,1,0,0,0 05-14~3,2,2,1,0 06-11~2,1,1,0,0 06-20~3,0,0,0,0 05-12~1,0,0,0,0 05-20~2,2,2,0,0 07-04~1,1,0,0,0 05-19~2,0,0,0,0 05-09~1,0,0,0,0 05-10~1,1,0,0,0 05-29~6,3,3,0,0 06-09~3,0,0,0,0 05-21~1,0,0,0,0 06-15~2,0,0,0,0 06-07~1,0,0,0,0 05-16~1,1,1,1,0 06-22~1,0,0,0,0 06-05~2,0,0,0,0 05-23~4,0,0,0,0 06-12~3,1,1,0,0 06-25~1,0,0,0,0 06-02~3,0,0,0,0 05-26~1,0,0,0,0 06-21~1,0,0,0,0 05-02~6,1,0,0,0 05-11~1,0,0,0,0 05-01~1,0,0,0,0 06-13~3,0,0,0,0 05-15~1,0,0,0,0 05-05~1,0,0,0,0 all~97,31,22,5,0
2015583_87338|1|00000013:/|06-08~1,0,0,0,0 05-11~1,1,0,0,0 06-15~1,0,0,0,0 05-06~1,0,0,0,0 06-26~1,0,0,0,0 05-27~1,1,1,1,0 05-16~3,1,1,1,0 05-14~1,1,1,0,0 06-06~2,1,0,0,0 06-18~1,1,1,0,0 all~13,6,4,2,0
